Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
313,Precious Achiuwa,21,MIA,PF,61,4,737,8.4,15.4,0.544,0.0,0.1,0.0,8.4,15.3,0.546,0.544,3.8,7.4,0.509,4.9,9.1,14.0,2.0,1.3,1.9,2.9,6.1,20.5,107.0,109,,achiupr01,14.2,0.55,0.004,0.482,11.5,20.6,16.1,6.1,1.3,4.0,13.5,19.5,0.3,1.0,1.3,0.085,-3.6,-0.5,-4.1,-0.4,3.3,0.667,0.263,0.039,0.026,0.546,0.645,0.367,0.333,0.167,0.0,0.734,,0.259,48,0.0,0,0
314,Mo Bamba,22,ORL,C,46,5,725,9.5,20.2,0.472,2.6,7.9,0.322,7.0,12.3,0.568,0.535,3.0,4.4,0.682,5.1,12.7,17.8,2.3,0.9,3.9,2.4,5.8,24.6,111.0,109,,bambamo01,19.3,0.556,0.392,0.219,10.5,28.0,19.0,8.1,0.9,7.3,9.8,21.8,0.7,1.1,1.8,0.117,0.2,0.0,0.1,0.4,13.6,0.306,0.166,0.063,0.073,0.568,0.728,0.46,0.263,0.409,0.322,0.577,1.0,0.15,38,0.102,0,0
315,Yuta Watanabe,26,TOR,SF,50,4,723,5.3,12.0,0.439,2.4,6.0,0.4,2.9,6.0,0.478,0.539,1.6,1.9,0.828,2.4,8.2,10.6,2.7,1.7,1.3,1.3,3.8,14.6,117.0,111,,watanyu01,12.2,0.565,0.5,0.161,5.3,19.4,12.1,7.7,1.7,2.6,9.0,12.7,0.7,0.8,1.5,0.102,-1.1,0.5,-0.7,0.2,15.1,0.217,0.178,0.1,0.006,0.478,0.667,0.375,0.222,1.0,0.4,0.651,0.972,0.078,13,0.456,0,0
316,JJ Redick,36,2TM,SG,44,0,723,7.1,17.8,0.397,4.4,11.9,0.371,2.7,5.9,0.449,0.521,3.3,3.5,0.942,0.3,4.0,4.3,3.4,0.7,0.2,2.4,3.3,21.8,109.0,118,,redicjj01,9.9,0.564,0.667,0.195,0.6,9.0,4.8,9.7,0.7,0.4,11.0,19.2,0.4,0.3,0.7,0.045,-1.4,-2.1,-3.5,-0.3,22.4,0.022,0.007,0.082,0.221,0.449,0.667,0.5,0.409,0.441,0.371,0.775,0.939,0.0,0,0.18,0,0
316,JJ Redick,36,NOP,SG,31,0,576,7.2,17.8,0.407,4.2,11.7,0.364,3.0,6.2,0.486,0.526,3.7,3.9,0.957,0.2,4.1,4.3,3.3,0.7,0.2,2.1,3.1,22.5,113.0,118,,redicjj01,10.9,0.575,0.654,0.22,0.6,9.2,4.9,9.6,0.7,0.3,9.6,19.0,0.6,0.2,0.8,0.065,-0.8,-2.0,-2.8,-0.1,22.3,0.019,0.005,0.093,0.229,0.486,0.75,0.0,0.45,0.49,0.364,0.806,0.922,0.0,0,0.207,0,0
316,JJ Redick,36,DAL,SG,13,0,147,6.4,17.8,0.358,5.0,12.7,0.395,1.3,5.0,0.267,0.5,1.3,1.7,0.8,0.3,3.7,4.0,3.7,0.7,0.3,3.7,4.4,19.1,93.0,117,,redicjj01,5.9,0.516,0.717,0.094,0.8,8.2,4.5,10.3,0.7,0.6,16.6,19.9,-0.2,0.1,-0.1,-0.031,-3.4,-2.6,-6.0,-0.1,22.5,0.038,0.019,0.038,0.189,0.267,0.5,1.0,0.0,0.2,0.395,0.5,1.0,0.0,0,0.079,0,0
317,Moritz Wagner,23,3TM,C,45,24,722,6.8,15.0,0.454,2.0,6.0,0.341,4.8,9.0,0.529,0.522,4.7,5.7,0.816,1.8,7.8,9.6,3.3,1.7,1.2,2.8,7.1,20.3,110.0,112,,wagnemo01,12.5,0.58,0.397,0.38,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,0.5,0.8,1.2,0.082,-2.7,0.2,-2.6,-0.1,12.5,0.306,0.271,0.009,0.017,0.529,0.643,0.419,0.0,0.5,0.341,0.863,0.968,0.105,22,0.187,0,0
317,Moritz Wagner,23,WAS,C,25,13,375,7.6,15.0,0.508,1.6,5.2,0.31,6.0,9.8,0.613,0.561,5.0,6.4,0.788,1.6,7.4,9.0,3.9,2.7,1.0,2.6,7.6,21.9,117.0,109,,wagnemo01,15.4,0.614,0.344,0.426,3.7,16.9,10.3,11.7,2.7,1.8,12.7,18.3,0.5,0.5,1.0,0.134,-1.5,1.3,-0.1,0.2,11.8,0.303,0.311,0.016,0.025,0.613,0.73,0.526,0.0,0.667,0.31,0.918,0.923,0.148,17,0.19,0,0
317,Moritz Wagner,23,BOS,C,9,1,61,3.2,11.2,0.286,1.6,4.8,0.333,1.6,6.4,0.25,0.357,0.8,1.6,0.5,2.4,12.8,15.2,4.8,0.0,0.8,7.2,8.0,8.8,66.0,113,,wagnemo01,-1.0,0.37,0.429,0.143,5.4,29.4,17.3,12.4,0.0,1.5,37.7,16.9,-0.2,0.1,-0.2,-0.146,-10.0,-0.3,-10.3,-0.1,11.9,0.357,0.214,0.0,0.0,0.25,0.0,0.667,,,0.333,1.0,1.0,0.071,0,0.167,0,0
317,Moritz Wagner,23,ORL,C,11,10,286,6.5,15.8,0.409,2.7,7.3,0.372,3.7,8.5,0.44,0.495,4.9,5.6,0.879,1.9,7.3,9.2,2.0,0.7,1.5,2.2,6.1,20.6,109.0,115,,wagnemo01,11.5,0.563,0.462,0.355,3.9,16.1,9.8,6.3,0.7,2.9,10.8,18.2,0.2,0.2,0.4,0.063,-2.9,-1.2,-4.0,-0.1,13.6,0.301,0.226,0.0,0.011,0.44,0.643,0.19,,0.0,0.372,0.727,1.0,0.054,5,0.186,0,0
318,Jevon Carter,25,PHO,PG,60,1,717,6.5,15.4,0.422,3.9,10.4,0.371,2.6,5.0,0.528,0.547,0.3,0.5,0.571,1.1,5.2,6.3,4.9,2.0,0.6,1.1,3.9,17.1,115.0,111,,carteje01,12.2,0.548,0.677,0.031,2.6,11.8,7.3,13.0,2.0,1.1,6.6,15.0,0.7,0.8,1.6,0.104,-0.4,0.9,0.5,0.5,21.2,0.076,0.054,0.072,0.121,0.528,0.588,0.417,0.563,0.519,0.371,0.526,0.946,0.004,1,0.252,1,0
319,Frank Kaminsky,27,PHO,C,47,13,715,8.4,17.7,0.471,2.1,5.9,0.365,6.2,11.9,0.523,0.531,2.6,4.1,0.617,2.5,10.5,13.0,5.5,1.0,1.2,1.5,4.8,21.4,117.0,110,,kaminfr01,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1.0,2.1,7.2,19.0,1.1,0.9,2.0,0.133,0.4,0.8,1.3,0.6,12.2,0.276,0.276,0.07,0.047,0.523,0.676,0.451,0.444,0.167,0.365,0.767,1.0,0.035,9,0.188,0,0
320,DeMarcus Cousins,30,2TM,C,41,11,713,8.7,20.5,0.426,3.2,9.1,0.348,5.6,11.4,0.488,0.503,4.0,5.4,0.728,3.6,14.1,17.7,5.1,2.3,1.6,4.3,7.2,24.6,103.0,107,,couside01,16.4,0.537,0.443,0.266,8.0,32.7,20.0,16.3,2.3,3.0,15.8,24.5,0.0,1.2,1.2,0.079,-1.2,1.6,0.4,0.4,12.2,0.348,0.17,0.013,0.026,0.488,0.547,0.404,0.25,0.375,0.348,0.47,0.979,0.056,13,0.067,0,0
320,DeMarcus Cousins,30,HOU,C,25,11,506,7.4,19.6,0.376,3.6,10.8,0.336,3.7,8.8,0.426,0.469,4.1,5.5,0.746,2.8,15.1,17.9,5.6,2.0,1.7,3.6,6.9,22.5,102.0,108,,couside01,14.9,0.511,0.552,0.281,6.1,35.4,20.1,18.0,2.0,3.2,14.2,23.1,-0.1,0.8,0.7,0.062,-1.6,1.5,-0.1,0.2,15.6,0.3,0.129,0.01,0.01,0.426,0.476,0.333,0.5,0.0,0.336,0.475,0.974,0.048,8,0.069,0,0
320,DeMarcus Cousins,30,LAC,C,16,0,207,12.2,22.7,0.537,1.9,4.5,0.421,10.3,18.2,0.566,0.579,3.6,5.3,0.682,5.5,11.7,17.2,3.8,3.1,1.4,6.0,7.9,29.9,106.0,104,,couside01,20.3,0.597,0.2,0.232,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,0.1,0.4,0.5,0.119,-0.2,1.9,1.7,0.2,8.9,0.453,0.263,0.021,0.063,0.566,0.651,0.48,0.0,0.5,0.421,0.465,1.0,0.074,5,0.053,0,0
321,Naji Marshall,23,NOP,SF,32,10,700,5.6,14.3,0.392,2.0,5.7,0.349,3.6,8.6,0.421,0.462,3.6,5.1,0.707,1.0,9.1,10.1,6.0,1.8,0.7,2.6,4.0,16.9,106.0,113,,marshna01,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,13.1,0.321,0.163,0.086,0.033,0.421,0.552,0.294,0.333,0.0,0.349,0.547,0.966,0.038,6,0.482,2,0
322,Eric Paschall,24,GSW,PF,40,2,695,10.0,20.1,0.497,1.2,3.6,0.333,8.8,16.5,0.533,0.527,4.5,6.4,0.713,1.9,6.8,8.7,3.4,0.8,0.5,2.9,4.6,25.7,106.0,113,,pascher01,13.4,0.561,0.181,0.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,0.2,0.7,0.9,0.062,-1.8,-0.9,-2.7,-0.1,11.3,0.265,0.265,0.104,0.185,0.533,0.671,0.443,0.452,0.509,0.333,0.562,0.944,0.081,22,0.204,0,0
323,Tyler Johnson,28,BRK,SG,39,3,684,5.1,12.9,0.393,3.4,9.3,0.364,1.7,3.6,0.471,0.525,1.3,1.5,0.857,0.4,5.0,5.4,3.3,1.0,0.0,1.2,3.0,14.8,111.0,117,,johnsty01,8.2,0.546,0.721,0.115,1.0,10.9,6.2,8.7,1.0,0.0,8.1,13.3,0.4,0.3,0.7,0.049,-2.4,-1.0,-3.4,-0.2,21.0,0.082,0.055,0.066,0.077,0.471,0.6,0.4,0.417,0.429,0.364,0.625,0.958,0.0,0,0.311,1,0
324,Tony Bradley,23,2TM,C,42,8,684,9.2,13.8,0.665,0.0,0.2,0.0,9.2,13.6,0.675,0.665,2.7,3.8,0.691,5.9,10.8,16.7,2.6,1.0,2.1,2.3,4.3,21.0,131.0,109,,bradlto01,20.7,0.678,0.015,0.279,13.3,24.0,18.6,8.5,1.0,3.9,13.0,15.8,1.8,1.0,2.7,0.192,1.2,0.1,1.3,0.6,4.2,0.569,0.325,0.046,0.046,0.675,0.741,0.656,0.444,0.222,0.0,0.687,,0.107,20,0.333,0,0
324,Tony Bradley,23,PHI,C,20,8,287,8.6,12.6,0.68,0.0,0.2,0.0,8.6,12.4,0.689,0.68,1.2,1.8,0.636,6.6,10.9,17.5,2.9,1.0,2.2,1.0,4.7,18.3,145.0,106,,bradlto01,21.1,0.683,0.013,0.147,15.2,24.5,19.9,8.7,1.0,4.1,7.0,12.9,1.0,0.5,1.5,0.245,2.3,1.0,3.3,0.4,3.7,0.613,0.293,0.053,0.027,0.689,0.739,0.636,0.5,0.5,0.0,0.627,,0.08,6,1.0,0,0
324,Tony Bradley,23,OKC,C,22,0,397,9.6,14.6,0.656,0.0,0.2,0.0,9.6,14.4,0.667,0.656,3.7,5.3,0.705,5.5,10.7,16.2,2.4,1.1,2.0,3.2,4.0,22.9,123.0,111,,bradlto01,20.4,0.676,0.016,0.361,11.9,23.6,17.7,8.3,1.1,3.8,16.0,18.0,0.8,0.5,1.3,0.154,0.4,-0.5,-0.2,0.2,4.7,0.541,0.344,0.041,0.057,0.667,0.742,0.667,0.4,0.143,0.0,0.725,,0.123,14,0.0,0,0
325,Obi Toppin,22,NYK,PF,62,0,683,7.6,15.3,0.498,1.9,6.2,0.306,5.7,9.1,0.629,0.56,1.4,1.9,0.731,1.9,8.2,10.1,2.1,1.2,1.1,1.7,4.0,18.5,112.0,108,,toppiob01,12.7,0.574,0.407,0.124,4.2,17.6,11.0,6.4,1.2,2.1,9.4,15.9,0.5,1.0,1.5,0.109,-1.4,0.7,-0.7,0.2,12.5,0.392,0.129,0.043,0.029,0.629,0.695,0.481,0.444,0.667,0.306,0.641,0.962,0.182,34,0.412,0,0
326,David Nwaba,28,HOU,SF,30,9,679,7.4,15.2,0.486,1.2,4.4,0.27,6.2,10.8,0.574,0.525,3.3,4.7,0.691,2.8,5.4,8.2,2.2,2.1,1.5,1.2,4.2,19.2,115.0,114,,nwabada01,14.4,0.557,0.289,0.312,6.0,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.4,0.6,-0.8,0.2,9.2,0.482,0.206,0.023,0.0,0.574,0.667,0.422,0.0,,0.27,0.562,1.0,0.06,12,0.46,0,0
327,De'Andre Hunter,23,ATL,SF,23,19,678,8.7,18.0,0.484,2.2,6.9,0.326,6.5,11.1,0.582,0.546,5.3,6.2,0.859,1.2,6.7,8.0,3.2,1.4,0.9,2.1,4.3,25.0,119.0,114,,huntede01,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.6,0.6,1.2,0.5,14.8,0.226,0.129,0.153,0.109,0.582,0.661,0.563,0.474,0.593,0.326,0.629,0.903,0.044,10,0.326,1,0
328,JaVale McGee,33,2TM,C,46,2,678,10.5,20.5,0.511,0.4,1.7,0.208,10.1,18.8,0.539,0.52,3.2,4.9,0.657,5.6,11.8,17.4,2.8,1.4,3.9,4.4,8.8,24.5,102.0,107,,mcgeeja01,17.0,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,-0.1,1.1,1.0,0.068,-3.3,0.8,-2.5,-0.1,6.5,0.433,0.379,0.085,0.018,0.539,0.689,0.43,0.292,0.4,0.208,0.59,1.0,0.167,44,0.167,0,0
328,JaVale McGee,33,CLE,C,33,1,503,11.0,21.1,0.521,0.5,2.0,0.25,10.5,19.1,0.549,0.533,3.5,5.4,0.655,5.3,11.4,16.7,3.2,1.6,3.9,4.4,7.8,26.0,103.0,108,,mcgeeja01,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,0.0,0.8,0.8,0.074,-2.3,1.2,-1.1,0.1,6.7,0.423,0.391,0.074,0.019,0.549,0.67,0.464,0.313,0.5,0.25,0.579,1.0,0.163,33,0.2,0,0
328,JaVale McGee,33,DEN,C,13,1,175,9.0,18.9,0.478,0.0,1.1,0.0,9.0,17.8,0.508,0.478,2.3,3.4,0.667,6.5,13.0,19.5,1.7,0.8,4.0,4.2,11.6,20.3,98.0,106,,mcgeeja01,12.9,0.498,0.06,0.179,15.0,29.7,22.4,4.8,0.8,7.8,17.2,21.8,-0.1,0.3,0.2,0.05,-6.4,-0.3,-6.6,-0.2,6.2,0.463,0.343,0.119,0.015,0.508,0.742,0.304,0.25,0.0,0.0,0.625,,0.179,11,0.0,0,0
329,LaMarcus Aldridge,35,2TM,C,26,23,674,10.1,21.3,0.473,2.2,5.8,0.388,7.8,15.5,0.505,0.525,2.9,3.4,0.872,1.4,7.1,8.5,3.5,0.8,2.1,1.9,3.4,25.3,109.0,113,,aldrila01,15.7,0.556,0.27,0.159,3.0,15.8,9.4,11.0,0.8,3.7,7.9,22.2,0.5,0.6,1.1,0.08,-0.2,-0.2,-0.3,0.3,13.3,0.152,0.122,0.152,0.304,0.505,0.622,0.472,0.444,0.489,0.388,0.688,0.968,0.044,12,0.175,0,0
329,LaMarcus Aldridge,35,SAS,C,21,18,544,10.3,22.1,0.464,2.4,6.7,0.36,7.9,15.4,0.509,0.518,2.8,3.3,0.838,1.5,6.9,8.4,3.2,0.7,1.6,1.8,3.2,25.7,108.0,114,,aldrila01,15.1,0.545,0.302,0.149,3.3,15.4,9.2,10.2,0.7,2.8,7.0,22.7,0.3,0.5,0.8,0.067,-0.2,-0.7,-0.9,0.2,16.6,0.109,0.129,0.125,0.335,0.509,0.63,0.438,0.452,0.518,0.36,0.705,0.963,0.024,6,0.16,0,0
329,LaMarcus Aldridge,35,BRK,C,5,5,130,9.3,17.8,0.521,1.5,1.9,0.8,7.8,16.0,0.488,0.563,3.7,3.7,1.0,0.7,8.2,8.9,4.8,1.1,4.1,2.6,4.1,23.7,117.0,110,,aldrila01,18.2,0.611,0.104,0.208,1.8,17.8,10.2,14.3,1.1,7.4,11.8,19.9,0.2,0.2,0.4,0.135,0.1,2.1,2.2,0.1,9.9,0.375,0.083,0.292,0.146,0.488,0.611,0.75,0.429,0.143,0.8,0.619,1.0,0.146,6,0.4,0,0
330,George Hill,34,2TM,PG,30,17,672,6.8,14.0,0.482,2.2,5.7,0.388,4.6,8.3,0.547,0.561,2.8,3.6,0.8,1.1,3.2,4.3,5.2,1.6,0.4,2.2,2.2,18.6,117.0,114,,hillge01,13.1,0.596,0.406,0.254,2.6,7.2,4.9,16.0,1.6,0.7,12.4,15.9,0.9,0.6,1.4,0.1,-1.0,-0.2,-1.2,0.1,14.2,0.259,0.147,0.112,0.076,0.547,0.647,0.483,0.455,0.467,0.388,0.453,0.806,0.01,2,0.288,0,0
330,George Hill,34,OKC,PG,14,14,369,7.9,15.5,0.508,2.8,7.3,0.386,5.0,8.1,0.619,0.6,2.7,3.2,0.84,1.0,2.7,3.7,5.5,1.5,0.3,1.5,1.5,21.3,127.0,117,,hillge01,15.9,0.63,0.475,0.208,2.2,6.0,4.1,18.2,1.5,0.5,8.4,16.5,0.8,0.2,1.0,0.129,0.9,0.1,1.0,0.3,15.3,0.25,0.133,0.092,0.05,0.619,0.7,0.625,0.364,0.667,0.386,0.462,0.864,0.0,0,0.263,0,0
330,George Hill,34,PHI,PG,16,3,303,5.4,12.3,0.442,1.4,3.7,0.391,4.0,8.6,0.463,0.5,3.0,4.0,0.76,1.3,3.8,5.1,4.8,1.8,0.5,3.0,3.0,15.3,105.0,111,,hillge01,9.7,0.545,0.299,0.325,3.0,8.6,5.8,13.3,1.8,0.9,17.8,15.2,0.0,0.4,0.4,0.065,-3.3,-0.5,-3.9,-0.1,13.1,0.273,0.169,0.143,0.117,0.463,0.571,0.308,0.545,0.333,0.391,0.44,0.667,0.026,2,0.348,0,0
331,Killian Hayes,19,DET,PG,26,18,670,5.2,14.7,0.353,1.5,5.3,0.278,3.7,9.4,0.395,0.403,1.0,1.2,0.824,0.4,4.6,5.1,10.1,2.0,0.7,6.1,4.2,12.9,82.0,113,,hayeski01,5.3,0.422,0.358,0.085,1.0,10.6,5.7,29.7,2.0,1.3,28.5,19.0,-1.8,0.6,-1.1,-0.081,-6.3,-0.9,-7.2,-0.9,14.3,0.09,0.353,0.144,0.055,0.395,0.444,0.408,0.414,0.182,0.278,0.235,0.85,0.005,1,0.167,0,0
332,Aaron Nesmith,21,BOS,SF,46,1,669,5.7,13.0,0.438,2.9,7.9,0.37,2.8,5.1,0.543,0.551,1.6,2.0,0.786,2.0,7.2,9.3,1.7,1.1,0.7,1.7,6.4,15.9,113.0,114,,nesmiaa01,9.4,0.573,0.607,0.157,4.6,16.6,10.6,4.6,1.1,1.3,10.8,13.7,0.5,0.6,1.1,0.076,-2.8,-0.4,-3.2,-0.2,17.1,0.169,0.163,0.051,0.011,0.543,0.667,0.448,0.444,0.5,0.37,0.447,1.0,0.034,4,0.398,0,0
333,Gabe Vincent,24,MIA,PG,50,7,655,6.7,17.7,0.378,3.5,11.3,0.309,3.2,6.4,0.5,0.476,1.5,1.7,0.87,0.8,3.5,4.2,5.1,1.6,0.2,2.6,6.0,18.4,98.0,114,,vincega01,7.6,0.498,0.639,0.099,1.8,7.9,4.9,15.1,1.6,0.3,12.3,19.1,-0.4,0.5,0.2,0.011,-4.5,-0.9,-5.4,-0.6,18.2,0.21,0.09,0.026,0.034,0.5,0.633,0.286,0.5,0.25,0.309,0.476,0.804,0.004,0,0.275,0,0
334,Gary Clark,26,3TM,SF,39,11,654,3.0,9.8,0.303,2.3,8.0,0.287,0.7,1.8,0.375,0.42,0.6,0.7,0.8,2.5,6.1,8.6,2.3,1.0,0.5,1.3,2.6,8.9,97.0,117,,clarkga01,6.0,0.436,0.818,0.076,5.1,13.5,9.1,6.4,1.0,1.0,11.1,10.1,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5,21.9,0.061,0.083,0.015,0.023,0.375,0.875,0.182,0.0,0.0,0.287,0.667,1.0,0.015,2,0.398,1,0
334,Gary Clark,26,ORL,SF,35,11,637,3.1,10.0,0.305,2.4,8.2,0.287,0.7,1.8,0.391,0.424,0.6,0.8,0.8,2.5,6.0,8.6,2.3,0.9,0.5,1.3,2.6,9.1,97.0,117,,clarkga01,6.1,0.439,0.824,0.076,5.2,13.3,9.1,6.4,0.9,1.0,11.2,10.3,-0.2,0.3,0.1,0.007,-4.2,-0.7,-4.9,-0.5,21.7,0.061,0.084,0.015,0.015,0.391,0.875,0.182,0.0,0.0,0.287,0.667,1.0,0.015,2,0.398,1,0
334,Gary Clark,26,DEN,SF,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,12.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,,115,,clarkga01,2.9,,,,0.0,28.2,14.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.037,-4.4,-2.0,-6.4,0.0,,,,,,,,,,,,,,,0,,0,0
334,Gary Clark,26,PHI,PF,2,0,13,0.0,3.7,0.0,0.0,0.0,,0.0,3.7,0.0,0.0,0.0,0.0,,0.0,7.4,7.4,3.7,3.7,0.0,0.0,3.7,0.0,57.0,105,,clarkga01,3.8,0.0,0.0,0.0,0.0,16.6,8.5,9.0,3.7,0.0,0.0,3.3,0.0,0.0,0.0,0.044,-6.5,0.6,-5.9,0.0,22.2,0.0,0.0,0.0,1.0,0.0,,,,0.0,,,,0.0,0,,0,0
335,Mike Muscala,29,OKC,C,35,0,645,8.8,19.7,0.446,5.0,13.6,0.37,3.8,6.1,0.614,0.573,2.4,2.7,0.917,1.4,8.3,9.7,2.1,0.6,0.8,1.5,4.0,25.0,116.0,115,,muscami01,14.7,0.599,0.689,0.135,3.0,18.4,10.6,7.0,0.6,1.5,6.9,20.0,0.9,0.4,1.3,0.096,0.9,-1.0,-0.1,0.3,19.9,0.131,0.075,0.041,0.064,0.614,0.714,0.5,0.818,0.412,0.37,0.765,0.971,0.015,4,0.255,1,0
336,Nassir Little,20,POR,PF,48,2,640,5.9,12.7,0.467,2.1,6.1,0.35,3.8,6.6,0.575,0.551,2.7,3.4,0.8,2.4,7.3,9.8,1.8,0.4,1.0,1.4,3.9,16.8,121.0,118,,littlna01,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,15.6,0.269,0.114,0.054,0.084,0.575,0.689,0.526,0.444,0.357,0.35,0.56,0.821,0.09,13,0.163,0,0
337,Jake Layman,26,MIN,SF,45,11,627,6.9,13.9,0.495,1.7,5.9,0.295,5.1,8.0,0.642,0.557,2.0,2.8,0.703,1.0,4.1,5.0,2.1,2.2,1.4,2.0,3.3,17.4,107.0,115,,laymaja01,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0.0,12.7,0.413,0.125,0.016,0.022,0.642,0.75,0.348,0.333,0.5,0.295,0.765,1.0,0.136,23,0.346,1,0
338,Kevin Love,32,CLE,PF,25,25,622,8.2,20.0,0.409,4.5,12.4,0.365,3.6,7.6,0.479,0.522,3.3,4.0,0.824,1.3,13.4,14.7,5.0,1.3,0.2,3.0,2.1,24.2,108.0,113,,loveke01,15.1,0.556,0.619,0.202,3.0,31.2,16.7,16.0,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.9,-0.9,-0.1,0.3,19.4,0.115,0.123,0.079,0.063,0.479,0.621,0.484,0.4,0.313,0.365,0.609,0.895,0.0,0,0.103,0,0
339,Brandon Goodwin,25,ATL,PG,47,5,620,6.7,17.7,0.377,2.5,8.2,0.311,4.1,9.5,0.433,0.448,2.2,3.4,0.651,0.6,4.8,5.5,7.5,1.3,0.0,2.9,3.3,18.1,101.0,116,,goodwbr01,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,16.1,0.233,0.157,0.099,0.049,0.433,0.481,0.4,0.455,0.273,0.311,0.269,0.688,0.0,0,0.107,2,0
340,Otto Porter Jr.,27,2TM,SF,28,6,606,7.8,18.2,0.432,3.1,8.3,0.375,4.7,9.8,0.48,0.518,2.9,3.4,0.857,2.2,9.9,12.2,4.4,1.3,0.3,2.0,3.3,21.7,113.0,112,,porteot01,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.7,1.3,0.101,0.0,0.0,0.0,0.3,16.4,0.137,0.154,0.11,0.141,0.48,0.774,0.314,0.48,0.375,0.375,0.61,0.974,0.004,1,0.288,1,0
340,Otto Porter Jr.,27,CHI,SF,25,6,540,8.0,18.1,0.441,3.4,8.5,0.4,4.6,9.6,0.477,0.535,2.8,3.3,0.838,2.5,9.9,12.4,4.5,1.1,0.4,2.2,3.3,22.2,114.0,112,,porteot01,14.8,0.566,0.47,0.183,5.8,22.4,14.2,13.1,1.1,0.6,10.3,19.5,0.6,0.6,1.2,0.108,0.4,-0.3,0.2,0.3,17.1,0.129,0.153,0.109,0.139,0.477,0.769,0.323,0.5,0.357,0.4,0.588,1.0,0.005,1,0.316,1,0
340,Otto Porter Jr.,27,ORL,PF,3,0,66,6.6,18.4,0.36,0.7,6.6,0.111,5.9,11.8,0.5,0.38,3.7,3.7,1.0,0.0,10.3,10.3,3.7,2.9,0.0,0.0,2.9,17.7,101.0,111,,porteot01,11.7,0.441,0.36,0.2,0.0,22.8,11.0,11.5,2.9,0.0,0.0,17.8,0.0,0.1,0.1,0.05,-3.5,1.7,-1.7,0.0,15.8,0.2,0.16,0.12,0.16,0.5,0.8,0.25,0.333,0.5,0.111,0.75,0.0,0.0,0,0.0,0,0
341,Avery Bradley,30,2TM,SG,27,6,602,5.1,13.7,0.374,2.6,8.1,0.327,2.5,5.6,0.443,0.471,1.0,1.2,0.8,0.6,3.9,4.6,3.7,1.7,0.2,2.2,4.4,13.8,94.0,116,,bradlav01,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,18.2,0.158,0.099,0.035,0.117,0.443,0.741,0.353,0.167,0.2,0.327,0.71,0.939,0.0,0,0.396,0,0
341,Avery Bradley,30,MIA,SG,10,1,211,7.3,15.5,0.47,3.8,8.9,0.421,3.5,6.6,0.536,0.591,1.6,2.1,0.778,0.5,3.8,4.2,3.3,1.6,0.2,2.1,6.1,20.0,110.0,114,,bradlav01,10.4,0.607,0.576,0.136,1.1,8.5,4.9,10.0,1.6,0.5,11.4,16.9,0.1,0.2,0.3,0.072,-2.5,0.1,-2.4,0.0,17.8,0.136,0.121,0.061,0.106,0.536,0.889,0.375,0.25,0.429,0.421,0.733,1.0,0.0,0,0.5,0,0
