Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
372,Elfrid Payton,30,NOP,PG,18,7,388,3.4,9.4,0.366,0.1,0.6,0.167,3.3,8.8,0.379,0.371,0.4,0.6,0.571,1.3,4.8,6.1,13.5,1.7,0.7,4.8,2.2,7.3,,paytoel01,10.6,0.38,0.059,0.069,3.8,14.9,9.2,50.3,2.2,2.0,33.3,17.0,-0.6,0.2,-0.4,-0.047,-3.6,-1.9,-5.5,-0.3
372,Elfrid Payton,30,CHO,PG,6,2,123,0.9,6.1,0.143,0.0,0.0,,0.9,6.1,0.143,0.143,0.0,0.0,,0.3,3.5,3.8,5.9,1.8,0.9,2.0,3.5,1.8,,paytoel01,1.7,0.143,0.0,0.0,0.8,10.6,5.6,21.1,2.4,2.4,25.0,9.7,-0.3,0.1,-0.2,-0.087,-9.9,0.7,-9.2,-0.2
373,Jamal Cain,25,NOP,SF,37,0,502,4.9,11.3,0.43,1.9,5.7,0.325,3.0,5.6,0.538,0.513,2.4,3.6,0.68,1.9,4.2,6.1,1.6,1.6,0.6,1.6,3.3,14.1,,cainja01,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17.0,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2
374,Keaton Wallace,25,ATL,PG,31,5,501,4.7,11.6,0.401,1.9,5.9,0.329,2.7,5.7,0.475,0.485,0.8,0.8,1.0,0.5,3.1,3.6,5.8,2.0,0.6,2.4,2.8,12.1,,wallake01,10.1,0.503,0.506,0.068,1.5,9.6,5.5,21.0,2.6,1.7,16.5,16.4,-0.1,0.5,0.4,0.034,-3.3,1.0,-2.3,0.0
375,Jock Landale,29,HOU,C,42,3,500,5.8,10.9,0.533,0.8,1.9,0.423,5.0,9.1,0.556,0.569,1.9,2.9,0.675,4.0,5.8,9.9,2.7,0.9,0.7,1.5,3.5,14.4,,landajo01,16.0,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11.0,15.7,1.0,0.7,1.7,0.159,0.0,0.4,0.4,0.3
376,Vince Williams Jr.,24,MEM,SG,27,5,499,4.8,12.0,0.401,1.9,6.9,0.274,3.0,5.2,0.569,0.479,1.4,1.7,0.792,1.6,5.5,7.1,4.0,0.9,0.5,2.4,3.2,12.9,,willivi01,9.2,0.504,0.569,0.144,4.7,15.9,10.4,13.8,1.1,1.3,15.7,17.0,-0.1,0.5,0.4,0.04,-2.5,-0.3,-2.8,-0.1
377,Wendell Moore Jr.,23,2TM,SG,36,1,499,4.3,9.1,0.468,1.0,3.0,0.341,3.2,6.1,0.529,0.524,1.3,1.6,0.818,2.2,4.7,6.9,3.0,1.4,0.4,1.9,2.2,10.8,,moorewe01,11.0,0.553,0.325,0.175,6.4,14.3,10.3,11.6,1.9,1.0,16.6,13.8,0.2,0.5,0.7,0.063,-2.6,-0.1,-2.7,-0.1
377,Wendell Moore Jr.,23,DET,SG,20,1,219,3.8,8.2,0.46,0.7,2.3,0.286,3.1,5.9,0.528,0.5,2.1,2.3,0.929,1.8,5.4,7.2,3.8,1.6,0.5,1.5,2.5,10.4,,moorewe01,12.4,0.561,0.28,0.28,5.6,16.6,11.1,13.5,2.2,1.3,13.8,12.6,0.2,0.3,0.5,0.115,-1.7,1.7,0.0,0.1
377,Wendell Moore Jr.,23,CHO,SG,16,0,280,4.6,9.8,0.474,1.3,3.5,0.37,3.3,6.3,0.531,0.539,0.6,1.0,0.625,2.4,4.1,6.6,2.4,1.3,0.3,2.3,2.1,11.2,,moorewe01,10.0,0.547,0.355,0.105,7.1,12.4,9.7,10.2,1.8,0.7,18.5,14.8,-0.1,0.2,0.1,0.023,-3.2,-1.5,-4.7,-0.2
378,Brandon Williams,25,DAL,PG,33,3,487,7.2,13.9,0.521,1.8,4.4,0.4,5.5,9.5,0.578,0.585,4.1,4.9,0.833,0.9,3.4,4.3,5.6,1.8,0.4,2.9,2.4,20.3,,willibr03,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1.0,-0.1,1.0,0.4
379,A.J. Lawson,24,TOR,SG,26,2,486,5.9,14.1,0.421,2.4,7.5,0.327,3.5,6.6,0.528,0.508,3.2,4.7,0.683,1.5,4.9,6.4,2.3,1.0,0.4,1.1,3.3,17.5,,lawsoaj01,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1
380,Grant Williams,26,CHO,PF,16,7,479,4.1,9.2,0.439,2.0,5.6,0.365,2.0,3.7,0.551,0.549,2.3,2.8,0.838,1.4,4.8,6.2,2.8,1.4,1.0,2.1,3.5,12.5,,willigr01,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1
381,Lonnie Walker IV,26,PHI,SG,20,7,477,6.7,16.0,0.42,3.4,9.6,0.354,3.3,6.4,0.518,0.526,1.8,2.3,0.8,0.5,4.3,4.8,3.8,0.8,0.4,1.9,2.0,18.6,,walkelo01,13.1,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1.0,1.0,10.0,22.8,0.2,0.1,0.3,0.033,0.0,-2.4,-2.4,0.0
382,Duop Reath,28,POR,C,46,0,469,5.4,12.7,0.422,2.6,8.1,0.321,2.8,4.6,0.6,0.524,1.5,1.7,0.909,3.4,3.7,7.1,2.0,0.9,1.1,1.2,3.1,14.9,,reathdu01,13.7,0.552,0.639,0.133,9.9,11.4,10.6,8.0,1.2,2.7,8.3,17.0,0.6,0.4,1.0,0.105,0.2,-0.5,-0.3,0.2
383,Reece Beekman,23,2TM,PG,36,4,469,2.7,8.2,0.327,0.5,3.1,0.175,2.1,5.1,0.418,0.36,1.2,1.6,0.762,1.0,2.0,3.0,4.8,2.5,0.2,1.6,2.8,7.1,,beekmre01,7.5,0.4,0.374,0.196,3.0,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-0.4,0.5,0.1,0.01,-6.7,1.3,-5.4,-0.4
383,Reece Beekman,23,GSW,PG,2,0,4,9.0,9.0,1.0,0.0,0.0,,9.0,9.0,1.0,1.0,0.0,0.0,,9.0,0.0,9.0,9.0,9.0,0.0,0.0,9.0,18.0,,beekmre01,42.3,1.0,0.0,0.0,26.1,0.0,13.5,41.9,12.2,0.0,0.0,10.5,0.0,0.0,0.0,0.598,9.8,16.1,26.0,0.0
383,Reece Beekman,23,BRK,PG,34,4,465,2.6,8.2,0.321,0.5,3.1,0.175,2.1,5.1,0.409,0.354,1.2,1.6,0.762,0.9,2.0,2.9,4.8,2.5,0.2,1.6,2.7,7.0,,beekmre01,7.2,0.395,0.377,0.198,2.8,6.7,4.6,18.9,3.4,0.4,15.4,12.8,-0.4,0.5,0.1,0.005,-6.8,1.2,-5.6,-0.4
384,Kai Jones,24,2TM,C,40,6,468,6.7,8.4,0.798,0.1,0.4,0.2,6.6,8.0,0.827,0.803,1.8,2.5,0.719,3.1,6.5,9.6,1.9,1.2,1.8,1.4,3.8,15.2,,joneska01,20.2,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13.0,1.4,0.7,2.1,0.216,1.4,1.5,2.9,0.6
384,Kai Jones,24,LAC,C,28,0,208,4.5,6.2,0.722,0.0,0.3,0.0,4.5,5.9,0.765,0.722,1.6,2.1,0.75,2.6,5.4,8.0,1.7,1.0,2.3,1.7,4.0,10.6,,joneska01,14.5,0.739,0.056,0.333,8.3,16.6,12.5,6.5,1.4,6.2,19.5,10.8,0.3,0.4,0.7,0.16,-2.0,2.6,0.6,0.1
384,Kai Jones,24,DAL,C,12,6,260,8.4,10.1,0.836,0.1,0.4,0.333,8.3,9.7,0.857,0.842,1.9,2.8,0.7,3.5,7.5,10.9,2.1,1.2,1.4,1.1,3.7,19.0,,joneska01,24.8,0.837,0.041,0.274,10.7,22.2,16.5,9.0,1.7,3.3,8.9,14.8,1.1,0.3,1.4,0.261,4.2,0.6,4.8,0.4
385,Larry Nance Jr.,32,ATL,PF,24,3,463,6.2,12.1,0.516,2.6,5.9,0.447,3.6,6.1,0.582,0.626,0.7,1.0,0.692,1.8,6.2,8.0,3.0,1.6,1.0,1.2,2.9,15.8,,nancela02,16.0,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2.0,2.6,9.1,15.7,0.8,0.5,1.3,0.131,1.1,0.7,1.8,0.4
386,Collin Gillespie,25,PHO,PG,33,9,461,5.3,12.3,0.43,3.0,7.0,0.433,2.3,5.3,0.426,0.554,1.5,1.7,0.864,1.7,4.4,6.1,6.1,1.6,0.4,1.3,2.3,15.1,,gilleco01,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24.0,2.3,1.0,9.2,17.7,1.0,0.3,1.3,0.131,2.3,0.2,2.5,0.5
387,Rayan Rupert,20,POR,SG,52,0,460,4.5,11.1,0.408,1.3,4.6,0.271,3.3,6.5,0.506,0.465,1.8,2.3,0.767,2.0,3.4,5.5,2.0,1.3,0.3,2.3,2.9,12.1,,ruperra01,8.1,0.499,0.415,0.211,6.0,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-0.3,0.4,0.1,0.007,-4.1,-0.6,-4.7,-0.3
388,GG Jackson II,20,MEM,PF,29,3,459,5.8,15.6,0.372,2.5,7.5,0.337,3.3,8.2,0.404,0.452,2.3,3.1,0.725,2.1,5.1,7.2,2.3,0.9,0.4,2.4,2.4,16.4,,jacksgg01,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1.0,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2.0,-5.3,-0.4
389,Jaylon Tyson,22,CLE,SG,47,3,453,5.1,11.8,0.43,1.6,4.6,0.345,3.5,7.2,0.484,0.497,1.5,1.9,0.792,2.9,4.7,7.6,3.5,1.0,0.2,2.1,4.0,13.3,,tysonja01,11.1,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14.0,17.4,0.3,0.5,0.8,0.083,-2.4,-0.2,-2.7,-0.1
390,Bol Bol,25,PHO,PF,36,10,448,7.7,14.7,0.525,2.6,7.5,0.344,5.1,7.2,0.711,0.612,1.6,2.1,0.769,1.6,6.8,8.4,1.8,0.7,2.0,1.6,1.6,19.6,,bolbo01,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3
391,Paul Reed,25,DET,C,45,0,438,5.9,11.7,0.507,0.7,2.3,0.286,5.3,9.4,0.561,0.535,2.6,3.5,0.762,3.3,6.8,10.1,3.6,3.2,2.1,2.1,6.2,15.1,,reedpa01,18.6,0.573,0.197,0.296,10.2,20.8,15.6,14.0,4.3,5.4,13.9,18.0,0.6,1.0,1.6,0.173,-1.2,4.0,2.9,0.5
392,Colin Castleton,24,3TM,C,26,4,432,3.8,8.2,0.469,0.2,1.3,0.125,3.7,6.8,0.537,0.48,2.4,3.2,0.763,4.4,5.7,10.2,2.3,0.7,0.8,1.9,4.2,10.2,,castlco01,11.3,0.536,0.163,0.388,13.0,17.9,15.4,8.9,0.9,2.2,16.7,13.4,0.3,0.4,0.7,0.075,-4.0,-1.0,-5.0,-0.3
392,Colin Castleton,24,MEM,C,10,0,46,1.6,7.8,0.2,0.0,3.1,0.0,1.6,4.7,0.333,0.2,7.8,8.6,0.909,2.3,4.7,7.0,0.0,0.8,0.8,0.8,4.7,11.0,,castlco01,7.4,0.472,0.4,1.1,7.0,13.7,10.4,0.0,1.0,2.0,6.3,13.9,0.0,0.0,0.1,0.068,-6.1,-1.0,-7.1,-0.1
392,Colin Castleton,24,TOR,C,11,4,288,4.0,8.0,0.5,0.2,1.0,0.25,3.8,7.0,0.536,0.516,1.6,2.3,0.722,4.2,5.2,9.5,2.3,0.7,1.0,2.6,4.0,9.9,,castlco01,10.1,0.549,0.125,0.281,12.4,16.0,14.1,8.3,1.0,2.7,22.6,13.5,0.0,0.3,0.3,0.047,-5.0,-0.8,-5.7,-0.3
392,Colin Castleton,24,PHI,C,5,0,98,4.4,8.8,0.5,0.0,1.5,0.0,4.4,7.3,0.6,0.5,2.2,3.3,0.667,5.9,7.7,13.6,3.7,0.4,0.4,0.4,4.8,11.0,,castlco01,16.5,0.536,0.167,0.375,17.8,25.3,21.4,14.6,0.5,1.0,3.5,12.9,0.3,0.1,0.3,0.161,-0.3,-1.7,-2.0,0.0
393,Trevelin Queen,27,ORL,SG,31,2,430,4.7,12.3,0.381,1.8,6.4,0.286,2.8,5.9,0.486,0.456,1.5,1.8,0.857,2.2,2.3,4.5,3.2,2.6,0.8,1.8,3.2,12.7,,queentr01,11.9,0.486,0.524,0.143,6.6,7.9,7.2,13.3,3.6,2.2,12.3,18.1,-0.1,0.8,0.7,0.074,-2.6,2.3,-0.3,0.2
394,Malaki Branham,21,SAS,SG,47,0,427,7.3,16.0,0.458,2.9,7.1,0.405,4.5,8.9,0.5,0.547,2.3,2.8,0.818,0.6,3.7,4.3,3.2,0.9,0.2,2.9,2.4,19.8,,branhma01,12.0,0.575,0.442,0.174,1.8,11.1,6.4,13.4,1.2,0.4,14.3,23.8,-0.1,0.2,0.1,0.007,-1.2,-1.9,-3.2,-0.1
395,Jordan Miller,25,LAC,SF,37,0,420,5.0,11.5,0.433,0.7,3.3,0.211,4.3,8.2,0.521,0.463,2.4,3.0,0.8,2.0,3.0,5.0,2.9,1.5,0.4,2.2,2.2,13.0,,millejo02,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2.0,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3.0,0.2,-2.8,-0.1
396,Mo Bamba,26,2TM,C,32,2,413,4.5,9.8,0.464,1.3,4.7,0.278,3.2,5.1,0.638,0.531,1.7,2.4,0.704,2.8,9.8,12.6,1.6,0.8,2.7,1.7,4.9,12.0,,bambamo01,13.9,0.557,0.482,0.241,8.8,30.5,19.7,6.0,1.1,7.4,13.9,15.2,0.2,0.8,1.0,0.117,-2.7,1.9,-0.9,0.1
396,Mo Bamba,26,LAC,C,28,2,352,4.9,10.5,0.466,1.5,5.1,0.3,3.4,5.4,0.623,0.539,1.7,2.6,0.68,2.7,9.6,12.3,1.6,0.9,2.9,1.9,5.0,13.1,,bambamo01,14.5,0.561,0.485,0.243,8.5,29.8,19.3,6.3,1.3,7.9,14.3,16.5,0.1,0.8,0.9,0.124,-2.6,2.4,-0.2,0.2
396,Mo Bamba,26,NOP,C,4,0,61,2.4,5.3,0.444,0.0,2.4,0.0,2.4,3.0,0.8,0.444,1.2,1.2,1.0,3.5,11.2,14.8,1.2,0.0,1.8,0.6,4.1,5.9,,bambamo01,10.6,0.506,0.444,0.222,10.3,34.6,22.1,4.2,0.0,4.7,9.2,7.5,0.1,0.0,0.1,0.08,-3.4,-1.1,-4.5,0.0
397,David Roddy,23,3TM,PF,33,3,410,5.0,11.0,0.456,1.7,5.4,0.311,3.3,5.6,0.594,0.532,1.8,2.3,0.769,1.1,6.2,7.4,3.1,1.2,0.8,1.9,1.8,13.4,,roddyda01,11.9,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2.0,13.9,16.0,0.1,0.4,0.5,0.062,-1.6,0.1,-1.5,0.1
397,David Roddy,23,ATL,PF,27,3,346,4.6,9.7,0.473,1.7,4.5,0.372,2.9,5.2,0.56,0.559,1.9,2.3,0.818,1.1,6.1,7.3,3.1,1.2,0.8,2.1,1.9,12.7,,roddyda01,11.8,0.594,0.462,0.237,3.4,19.2,11.1,11.2,1.6,2.1,16.3,14.6,0.2,0.3,0.5,0.07,-1.6,0.5,-1.2,0.1
397,David Roddy,23,PHI,PF,3,0,29,9.9,23.6,0.421,2.5,13.7,0.182,7.4,9.9,0.75,0.474,0.0,0.0,,2.5,8.7,11.2,3.7,2.5,0.0,1.2,1.2,22.3,,roddyda01,19.1,0.474,0.579,0.0,7.5,28.5,17.6,19.0,3.4,0.0,5.0,30.0,0.0,0.0,0.0,0.036,3.2,-0.4,2.9,0.0
397,David Roddy,23,HOU,PF,3,0,35,5.1,13.4,0.385,1.0,7.2,0.143,4.1,6.2,0.667,0.423,2.1,4.1,0.5,0.0,5.1,5.1,2.1,0.0,1.0,1.0,1.0,13.4,,roddyda01,7.2,0.44,0.538,0.308,0.0,15.5,7.6,7.7,0.0,2.6,6.3,18.5,0.0,0.0,0.0,0.007,-5.1,-3.2,-8.3,-0.1
398,Taj Gibson,39,CHO,C,37,11,409,4.1,8.4,0.495,0.1,0.2,0.5,4.0,8.2,0.495,0.5,1.1,1.8,0.6,4.5,6.1,10.6,1.8,0.8,1.6,2.2,4.8,9.4,,gibsota01,10.8,0.515,0.021,0.211,13.0,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0.0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3
399,Ousmane Dieng,21,OKC,C,37,1,405,4.8,11.1,0.432,2.0,6.3,0.324,2.8,4.8,0.574,0.524,1.0,1.4,0.688,1.6,5.6,7.2,2.8,1.5,0.6,1.6,2.9,12.6,,diengou01,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2.0,1.7,12.0,15.7,0.1,0.7,0.9,0.104,-2.0,1.1,-0.9,0.1
400,Jordan Walsh,20,BOS,PF,52,1,403,2.7,7.4,0.361,1.3,4.9,0.273,1.3,2.5,0.536,0.452,0.6,1.1,0.583,2.1,4.1,6.2,1.7,1.1,1.0,1.5,2.7,7.3,,walshjo01,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6.0,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2
401,Hunter Tyson,24,DEN,PF,51,2,400,4.1,10.8,0.375,2.1,6.7,0.311,2.0,4.1,0.478,0.471,1.9,2.5,0.75,2.3,4.8,7.0,1.8,0.9,0.5,1.3,4.0,12.1,,tysonhu01,9.0,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3
402,Anthony Gill,32,WAS,PF,51,0,397,3.9,8.0,0.489,0.9,2.8,0.323,3.0,5.2,0.579,0.545,3.0,4.5,0.66,1.6,4.4,6.0,1.5,0.8,0.2,0.9,2.7,11.7,,gillan01,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3.0,-1.5,-4.5,-0.3
403,Devin Carter,22,SAC,PG,36,0,396,4.3,11.5,0.37,1.6,5.5,0.295,2.6,6.0,0.439,0.441,2.4,4.0,0.591,1.7,5.2,6.9,3.7,1.9,0.4,1.6,3.5,12.5,,cartede02,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1
404,Jeff Green,38,HOU,PF,32,3,396,5.5,11.0,0.504,2.6,7.2,0.367,2.9,3.8,0.762,0.624,1.9,2.4,0.808,1.0,4.3,5.3,1.8,0.5,0.4,0.8,2.9,15.6,,greenje02,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7.0,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0.0,0.4,0.2
405,Trey Jemison,25,2TM,C,38,0,392,3.8,6.8,0.554,0.0,0.0,,3.8,6.8,0.554,0.554,1.2,3.0,0.394,4.0,5.6,9.6,1.5,0.8,1.4,2.2,6.3,8.7,,jemistr01,8.9,0.537,0.0,0.446,12.4,17.1,14.8,5.5,1.1,3.6,21.3,12.4,0.0,0.3,0.3,0.037,-6.3,-0.5,-6.8,-0.5
405,Trey Jemison,25,NOP,C,16,0,166,3.3,6.9,0.469,0.0,0.0,,3.3,6.9,0.469,0.469,1.7,4.6,0.381,4.8,4.8,9.5,2.2,1.5,1.3,2.2,5.9,8.2,,jemistr01,9.4,0.461,0.0,0.656,13.9,14.7,14.3,8.0,2.0,3.5,19.5,13.0,-0.1,0.1,0.0,0.009,-5.8,-0.4,-6.2,-0.2
405,Trey Jemison,25,LAL,C,22,0,226,4.1,6.7,0.619,0.0,0.0,,4.1,6.7,0.619,0.619,0.8,1.9,0.417,3.5,6.2,9.7,1.0,0.3,1.4,2.2,6.7,9.1,,jemistr01,8.6,0.603,0.0,0.286,11.3,18.9,15.2,3.6,0.4,3.7,22.8,11.9,0.0,0.2,0.3,0.057,-6.7,-0.6,-7.3,-0.3
406,Reggie Jackson,34,PHI,PG,31,1,384,4.9,12.5,0.391,2.3,6.9,0.338,2.5,5.5,0.458,0.485,0.7,0.8,0.778,0.7,3.2,3.9,4.2,1.5,0.3,1.6,3.2,12.7,,jacksre01,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11.0,17.5,0.0,0.2,0.1,0.015,-3.2,-0.8,-4.0,-0.2
407,Baylor Scheierman,24,BOS,SG,31,2,384,3.7,10.3,0.355,2.4,7.7,0.317,1.2,2.6,0.464,0.473,0.8,1.1,0.75,1.8,4.3,6.1,3.1,1.6,0.2,1.1,2.1,10.6,,scheiba01,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0
408,Quenton Jackson,26,IND,PG,28,7,381,5.5,11.5,0.475,1.4,3.8,0.375,4.1,7.7,0.524,0.537,2.9,3.8,0.775,1.3,2.8,4.2,5.0,2.0,0.5,1.5,4.1,15.3,,jacksqu01,14.7,0.58,0.328,0.328,4.1,8.7,6.4,18.6,2.6,1.2,10.3,17.7,0.6,0.4,1.0,0.126,-1.2,0.8,-0.3,0.2
409,Alex Len,31,2TM,C,46,7,380,3.0,6.0,0.508,0.2,0.9,0.222,2.8,5.1,0.556,0.524,0.8,1.6,0.471,3.6,5.4,9.0,3.6,0.9,2.0,1.9,5.3,7.0,,lenal01,10.6,0.525,0.143,0.27,11.3,16.7,14.0,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1
409,Alex Len,31,SAC,C,36,3,258,3.1,5.7,0.537,0.1,0.8,0.167,2.9,4.9,0.6,0.549,1.0,1.8,0.538,3.5,5.4,8.9,4.2,1.1,2.5,1.5,4.9,7.3,,lenal01,13.1,0.557,0.146,0.317,10.8,17.0,13.9,14.5,1.5,6.8,19.1,9.6,0.3,0.3,0.6,0.121,-2.1,2.4,0.3,0.2
409,Alex Len,31,LAL,C,10,4,122,3.0,6.5,0.455,0.3,0.9,0.333,2.7,5.6,0.474,0.477,0.3,1.2,0.25,3.8,5.3,9.1,2.4,0.3,0.9,2.7,6.2,6.5,,lenal01,5.3,0.463,0.136,0.182,12.4,16.1,14.3,8.5,0.4,2.3,27.5,11.8,-0.1,0.1,0.0,0.002,-7.6,-1.3,-8.9,-0.2
410,Johnny Furphy,20,IND,SG,50,0,379,3.3,8.7,0.38,1.4,4.7,0.3,1.9,4.0,0.476,0.462,1.7,2.1,0.818,2.2,4.6,6.7,1.8,1.7,1.0,1.1,3.9,9.8,,furphjo01,9.8,0.506,0.543,0.239,6.8,14.0,10.4,6.2,2.3,2.6,10.6,13.0,0.1,0.5,0.5,0.07,-3.0,0.6,-2.5,0.0
411,Charles Bassey,24,SAS,C,36,1,376,6.5,11.2,0.581,0.0,0.0,,6.5,11.2,0.581,0.581,2.0,3.2,0.636,5.4,9.2,14.6,1.6,1.3,2.9,2.2,4.8,15.0,,bassech01,19.0,0.597,0.0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,0.5,0.6,1.1,0.136,-1.7,0.6,-1.1,0.1
412,Dominick Barlow,21,ATL,SF,35,4,375,5.8,10.8,0.531,0.7,2.6,0.259,5.1,8.3,0.616,0.562,2.0,3.2,0.636,3.4,4.8,8.2,1.8,0.9,1.5,0.5,4.5,14.2,,barlodo01,14.6,0.58,0.239,0.292,10.0,15.0,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1.0,0.131,-1.4,-0.8,-2.2,0.0
413,Dante Exum,29,DAL,PG,20,13,372,6.2,13.0,0.478,2.2,5.1,0.434,4.0,7.8,0.506,0.563,2.2,3.0,0.742,0.4,2.8,3.2,5.4,1.2,0.3,2.1,3.3,16.8,,exumda01,13.6,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13.0,19.6,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0.0
414,Damion Baugh,24,CHO,SG,15,2,370,4.1,12.6,0.323,1.2,5.4,0.214,2.9,7.2,0.405,0.369,1.3,1.5,0.867,1.4,3.5,4.9,5.4,1.5,0.2,3.0,2.1,10.6,,baughda01,6.3,0.399,0.431,0.115,3.9,10.6,7.2,22.2,2.0,0.5,18.5,19.3,-0.8,0.2,-0.5,-0.069,-5.9,-1.2,-7.1,-0.5
415,Jaden Springer,22,2TM,PG,43,2,365,3.5,8.9,0.389,1.2,4.7,0.25,2.3,4.1,0.548,0.456,2.7,3.7,0.711,1.7,4.0,5.7,3.3,2.4,0.4,1.6,4.1,10.8,,sprinja01,10.7,0.511,0.533,0.422,5.1,12.1,8.6,12.1,3.2,1.0,13.0,14.3,0.1,0.4,0.5,0.07,-4.3,1.6,-2.7,-0.1
415,Jaden Springer,22,BOS,SG,26,0,141,3.1,8.7,0.353,1.5,4.9,0.316,1.5,3.8,0.4,0.441,3.8,5.4,0.714,1.0,5.1,6.1,2.6,3.1,0.3,1.0,4.3,11.5,,sprinja01,12.1,0.52,0.559,0.618,3.1,15.4,9.2,9.1,4.3,0.7,8.5,14.7,0.1,0.3,0.4,0.133,-4.4,4.1,-0.3,0.1
415,Jaden Springer,22,UTA,PG,17,2,224,3.7,9.0,0.411,1.0,4.7,0.207,2.7,4.3,0.63,0.464,1.9,2.7,0.706,2.1,3.4,5.5,3.7,1.9,0.5,1.9,4.0,10.3,,sprinja01,9.8,0.504,0.518,0.304,6.3,10.0,8.2,14.0,2.6,1.3,15.9,14.1,0.0,0.1,0.1,0.031,-4.3,0.0,-4.3,-0.1
416,Robert Williams,27,POR,C,20,3,351,5.1,8.0,0.641,0.1,0.3,0.333,5.0,7.7,0.653,0.647,1.5,1.7,0.882,3.6,8.5,12.1,2.2,1.3,3.4,1.7,3.2,11.9,,williro04,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3.0,0.4
417,Doug McDermott,33,SAC,SF,42,3,342,5.3,12.3,0.427,4.6,10.6,0.436,0.6,1.7,0.375,0.615,0.3,0.5,0.6,0.3,2.0,2.3,0.7,0.4,0.2,0.6,3.2,15.5,,mcderdo01,9.5,0.617,0.863,0.043,1.0,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1
418,Christian Koloko,24,LAL,C,37,0,342,4.2,6.9,0.606,0.0,0.4,0.0,4.2,6.5,0.645,0.606,1.1,1.5,0.714,3.7,6.0,9.7,1.7,0.8,1.7,1.3,4.6,9.5,,kolokch01,13.0,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,0.5,0.4,0.9,0.13,-3.0,0.2,-2.8,-0.1
