Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
8,Spencer Dinwiddie,29,DAL,SG,53,53,1808,6.3,13.8,0.455,2.7,6.8,0.405,3.5,7.0,0.504,0.555,3.4,4.1,0.821,0.4,2.9,3.2,5.6,0.8,0.3,1.8,2.5,18.7,,dinwisp01,16.1,0.599,0.491,0.298,1.2,9.4,5.2,23.8,1.1,0.8,10.3,21.9,3.3,1.0,4.3,0.114,2.0,-1.2,0.9,1.3,16.0,0.184,0.197,0.079,0.048,0.504,0.641,0.401,0.473,0.455,0.405,0.135,0.63,0.023,11,0.211,1,0
8,Spencer Dinwiddie,29,BRK,PG,26,26,917,5.7,14.0,0.404,1.7,5.8,0.289,4.0,8.1,0.488,0.465,3.8,4.8,0.797,0.4,3.8,4.2,9.3,1.1,0.3,2.2,2.5,16.8,,dinwisp01,15.8,0.523,0.419,0.346,1.1,11.7,6.6,36.5,1.5,0.7,11.8,22.5,1.2,0.8,2.0,0.103,0.7,-0.5,0.2,0.5,15.0,0.188,0.222,0.118,0.053,0.488,0.657,0.443,0.357,0.368,0.289,0.089,0.512,0.017,6,0.114,0,0
9,Evan Mobley,21,CLE,PF,79,79,2715,7.0,12.6,0.554,0.3,1.4,0.216,6.7,11.2,0.595,0.566,2.7,4.0,0.674,2.5,6.9,9.4,3.0,0.8,1.6,1.9,2.9,16.9,DPOY-3DEF1,mobleev01,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4.0,11.9,20.2,3.7,4.8,8.5,0.151,0.0,1.6,1.7,2.5,7.2,0.404,0.32,0.122,0.035,0.595,0.817,0.409,0.362,0.455,0.216,0.724,0.955,0.237,214,0.392,0,0
10,Dejounte Murray,26,ATL,SG,74,74,2693,8.2,17.6,0.464,1.8,5.2,0.344,6.4,12.5,0.514,0.514,2.1,2.5,0.832,0.7,4.5,5.2,6.0,1.5,0.3,2.1,1.4,20.3,,murrade01,17.0,0.54,0.293,0.144,2.1,13.8,7.9,24.0,2.0,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0.0,1.0,2.1,14.3,0.158,0.155,0.227,0.158,0.514,0.697,0.431,0.455,0.486,0.344,0.192,0.722,0.016,21,0.222,0,0
11,DeMar DeRozan,33,CHI,SF,74,74,2682,8.8,17.5,0.504,0.6,1.9,0.324,8.2,15.6,0.526,0.522,6.1,7.0,0.872,0.5,4.1,4.6,5.1,1.1,0.5,2.1,2.5,24.4,CPOY-3AS,derozde01,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2.0,2.6,13.7,0.165,0.125,0.263,0.338,0.526,0.735,0.491,0.499,0.459,0.324,0.244,0.848,0.023,29,0.31,1,0
12,Scottie Barnes,21,TOR,SF,77,76,2678,6.2,13.7,0.456,0.8,3.0,0.281,5.4,10.6,0.505,0.487,2.6,3.3,0.772,2.4,4.5,6.9,5.0,1.1,0.8,2.1,2.3,15.8,,barnesc01,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,2.3,2.7,5.0,0.09,0.5,-0.1,0.4,1.6,10.7,0.275,0.317,0.096,0.082,0.505,0.685,0.45,0.296,0.361,0.281,0.485,0.841,0.086,82,0.339,4,0
13,Harrison Barnes,30,SAC,PF,82,82,2662,5.1,10.7,0.473,1.8,4.8,0.374,3.3,5.9,0.553,0.556,4.7,5.6,0.847,1.2,3.8,4.9,1.7,0.8,0.1,1.2,1.4,16.6,,barneha02,14.1,0.632,0.446,0.522,3.8,11.9,7.9,6.3,1.0,0.3,8.1,17.1,5.1,1.4,6.5,0.118,0.5,-1.5,-1.0,0.7,13.6,0.255,0.23,0.053,0.008,0.553,0.713,0.407,0.429,0.333,0.374,0.57,0.924,0.062,46,0.365,2,0
14,Pascal Siakam,28,TOR,PF,71,71,2652,8.6,17.8,0.48,1.3,3.9,0.324,7.3,13.9,0.523,0.515,5.0,6.4,0.774,1.8,5.8,7.5,5.6,0.9,0.5,2.3,3.1,23.3,AS,siakapa01,20.3,0.565,0.219,0.361,5.2,19.6,11.9,24.9,1.2,1.3,10.0,27.2,5.2,2.6,7.8,0.141,3.3,-0.1,3.1,3.4,12.2,0.192,0.292,0.159,0.126,0.523,0.75,0.474,0.469,0.37,0.324,0.311,0.849,0.025,32,0.199,3,0
15,CJ McCollum,31,NOP,PG,75,75,2649,8.0,18.3,0.437,2.9,7.4,0.389,5.1,10.9,0.469,0.515,2.5,3.2,0.769,0.7,3.7,4.5,5.8,1.0,0.5,2.5,2.1,21.3,,mccolcj01,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,16.0,0.108,0.208,0.148,0.125,0.469,0.621,0.443,0.513,0.327,0.389,0.295,0.754,0.004,3,0.107,0,0
16,Franz Wagner,21,ORL,SF,80,80,2609,7.5,15.4,0.485,1.8,5.0,0.361,5.7,10.5,0.544,0.543,3.7,4.4,0.842,1.0,3.6,4.5,3.9,1.1,0.2,2.3,2.5,20.5,,wagnefr01,15.9,0.589,0.322,0.288,3.0,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3,12.0,0.27,0.311,0.063,0.034,0.544,0.728,0.42,0.414,0.447,0.361,0.464,0.8,0.03,29,0.172,4,0
17,Jalen Green,20,HOU,SG,76,76,2602,7.8,18.8,0.416,2.6,7.7,0.338,5.2,11.1,0.471,0.485,5.0,6.4,0.786,0.6,3.3,3.9,3.9,0.8,0.2,2.8,1.8,23.3,,greenja05,14.5,0.538,0.408,0.341,1.8,10.3,6.0,17.3,1.1,0.7,11.3,28.1,1.4,0.5,1.8,0.034,0.5,-2.6,-2.1,0.0,15.2,0.202,0.212,0.079,0.1,0.471,0.591,0.406,0.467,0.368,0.338,0.351,0.572,0.046,53,0.128,4,0
18,Bam Adebayo,25,MIA,C,75,75,2598,8.3,15.4,0.54,0.0,0.2,0.083,8.3,15.3,0.545,0.541,4.5,5.6,0.806,2.5,7.0,9.5,3.3,1.2,0.8,2.6,2.9,21.2,DPOY-5ASDEF2,adebaba01,20.1,0.592,0.011,0.361,8.0,23.6,15.5,15.9,1.7,2.4,12.7,25.2,3.6,3.8,7.4,0.137,0.8,0.8,1.5,2.3,7.3,0.295,0.379,0.26,0.047,0.545,0.714,0.479,0.497,0.288,0.083,0.594,1.0,0.136,139,0.0,1,0
19,Trae Young,24,ATL,PG,73,73,2541,8.5,19.7,0.429,2.2,6.5,0.335,6.3,13.2,0.476,0.485,8.0,9.1,0.886,0.8,2.3,3.1,10.5,1.1,0.1,4.3,1.5,27.1,,youngtr01,22.0,0.573,0.331,0.46,2.4,7.0,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2.0,3.3,3.4,14.9,0.155,0.243,0.147,0.114,0.476,0.546,0.426,0.527,0.409,0.335,0.167,0.318,0.0,0,0.05,2,0
20,Fred VanVleet,28,TOR,PG,69,69,2535,6.2,15.8,0.393,2.9,8.6,0.342,3.3,7.2,0.455,0.486,3.6,4.0,0.898,0.4,3.6,4.0,7.0,1.7,0.5,2.0,2.7,19.0,,vanvlfr01,17.0,0.54,0.545,0.254,1.2,12.0,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2.0,0.5,2.5,2.9,18.4,0.12,0.144,0.088,0.101,0.455,0.586,0.375,0.398,0.455,0.342,0.187,0.585,0.0,0,0.119,6,0
21,Buddy Hield,30,IND,SF,80,73,2482,6.9,15.1,0.458,4.2,9.8,0.425,2.7,5.2,0.518,0.596,1.5,1.9,0.822,1.0,4.8,5.8,3.3,1.3,0.4,2.0,2.3,19.5,,hieldbu01,15.4,0.614,0.652,0.124,3.0,14.9,8.9,13.3,1.8,0.9,11.3,20.8,2.7,1.6,4.4,0.085,2.5,-0.6,1.9,2.4,19.2,0.151,0.084,0.044,0.066,0.518,0.688,0.345,0.413,0.42,0.425,0.556,0.878,0.012,12,0.167,1,0
22,RJ Barrett,22,NYK,SG,73,73,2475,7.4,17.1,0.434,1.8,5.7,0.31,5.7,11.4,0.495,0.485,4.2,5.7,0.74,0.9,4.5,5.4,2.9,0.5,0.2,2.4,2.6,20.8,,barrerj01,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,11.5,0.299,0.287,0.06,0.023,0.495,0.642,0.401,0.3,0.259,0.31,0.424,0.926,0.029,29,0.29,0,0
23,Jordan Poole,23,GSW,PG,82,43,2458,8.1,18.7,0.43,3.1,9.3,0.336,4.9,9.4,0.524,0.514,5.3,6.1,0.87,0.5,2.8,3.3,5.4,0.9,0.3,3.7,3.1,24.5,,poolejo01,14.6,0.573,0.498,0.325,1.5,8.5,5.0,22.5,1.2,0.8,14.7,29.2,1.4,1.9,3.2,0.063,-0.1,-1.8,-1.9,0.1,17.3,0.134,0.21,0.081,0.077,0.524,0.696,0.517,0.379,0.398,0.336,0.446,0.701,0.024,27,0.118,8,0
24,Josh Hart,27,2TM,SF,76,52,2454,4.0,7.6,0.529,0.9,2.4,0.372,3.1,5.2,0.601,0.588,1.9,2.6,0.75,2.1,6.6,8.7,4.3,1.3,0.3,1.7,2.9,10.9,,hartjo01,14.1,0.622,0.315,0.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,0.118,-0.2,1.1,0.9,1.8,10.6,0.444,0.15,0.065,0.025,0.601,0.736,0.41,0.265,0.231,0.372,0.444,1.0,0.019,10,0.415,0,0
24,Josh Hart,27,POR,SF,51,51,1704,3.9,7.7,0.504,0.7,2.4,0.304,3.1,5.3,0.594,0.551,1.8,2.5,0.731,2.0,6.8,8.8,4.2,1.1,0.2,1.7,2.8,10.3,,hartjo01,12.7,0.586,0.309,0.328,6.4,21.9,14.1,16.0,1.5,0.5,16.0,12.6,2.0,1.2,3.2,0.091,-0.9,0.7,-0.2,0.8,10.6,0.455,0.132,0.072,0.033,0.594,0.715,0.438,0.269,0.25,0.304,0.47,1.0,0.019,7,0.438,0,0
24,Josh Hart,27,NYK,SF,25,1,750,4.4,7.5,0.586,1.3,2.5,0.519,3.1,5.0,0.619,0.672,2.2,2.7,0.789,2.3,6.2,8.4,4.3,1.6,0.6,1.8,3.0,12.3,,hartjo01,17.1,0.703,0.331,0.363,6.9,19.0,12.9,16.2,2.2,1.5,17.3,12.6,1.8,1.0,2.8,0.179,1.4,2.0,3.4,1.0,10.5,0.42,0.191,0.051,0.006,0.619,0.788,0.367,0.25,0.0,0.519,0.385,1.0,0.019,3,0.365,0,0
25,Jabari Smith Jr.,19,HOU,PF,79,79,2451,5.3,13.1,0.408,1.8,5.7,0.307,3.6,7.4,0.487,0.475,2.4,3.0,0.786,1.8,6.6,8.4,1.5,0.6,1.1,1.5,3.3,14.8,,smithja05,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3.0,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1,16.2,0.155,0.178,0.12,0.109,0.487,0.725,0.39,0.458,0.34,0.307,0.648,0.883,0.054,42,0.176,1,0
26,Trey Murphy III,22,NOP,SF,79,65,2448,5.7,11.8,0.484,3.0,7.3,0.406,2.7,4.5,0.611,0.61,2.5,2.8,0.905,0.9,3.3,4.1,1.6,1.3,0.6,0.9,2.3,16.9,,murphtr02,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,4.8,2.8,7.6,0.15,1.4,0.4,1.8,2.3,17.7,0.201,0.129,0.02,0.026,0.611,0.758,0.495,0.188,0.333,0.406,0.659,0.946,0.124,85,0.266,1,0
27,Darius Garland,23,CLE,PG,69,69,2447,7.7,16.6,0.462,2.5,6.1,0.41,5.2,10.5,0.492,0.537,4.1,4.7,0.863,0.4,2.3,2.7,7.9,1.3,0.1,2.9,2.2,21.9,,garlada01,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,4.5,3.0,7.6,0.148,3.2,-0.7,2.4,2.7,14.8,0.17,0.226,0.128,0.102,0.492,0.615,0.451,0.521,0.357,0.41,0.286,0.568,0.004,4,0.087,1,0
28,Tobias Harris,30,PHI,SF,74,74,2436,6.3,12.5,0.501,1.9,4.8,0.389,4.4,7.7,0.57,0.575,1.7,1.9,0.876,1.0,5.3,6.3,2.7,1.0,0.6,1.3,2.2,16.0,,harrito02,14.8,0.602,0.383,0.153,3.3,17.0,10.3,11.4,1.4,1.5,9.0,18.2,3.1,2.8,5.9,0.116,0.6,0.1,0.7,1.7,13.2,0.26,0.22,0.102,0.034,0.57,0.709,0.473,0.453,0.483,0.389,0.495,0.937,0.07,51,0.389,0,0
29,De'Aaron Fox,25,SAC,PG,73,73,2435,10.1,19.7,0.512,1.8,5.4,0.324,8.3,14.3,0.584,0.557,5.1,6.5,0.78,0.6,3.9,4.5,6.6,1.2,0.3,2.7,2.5,27.0,MVP-11CPOY-1ASNBA3,foxde01,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,5.5,1.8,7.4,0.146,3.4,-0.9,2.5,2.7,13.5,0.171,0.251,0.194,0.108,0.584,0.803,0.569,0.488,0.444,0.324,0.16,0.613,0.033,41,0.128,0,0
30,Donovan Mitchell,26,CLE,SG,68,68,2432,10.1,20.8,0.484,3.6,9.4,0.386,6.4,11.4,0.566,0.572,4.7,5.4,0.867,0.9,3.3,4.3,4.5,1.5,0.4,2.7,2.5,28.5,MVP-6CPOY-6ASNBA2,mitchdo01,22.9,0.614,0.453,0.262,3.1,10.9,7.0,21.4,2.0,1.0,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5.0,16.0,0.207,0.148,0.078,0.098,0.566,0.7,0.524,0.486,0.431,0.386,0.258,0.469,0.029,36,0.054,6,0
31,Paolo Banchero,20,ORL,PF,72,72,2430,7.1,16.6,0.427,1.3,4.2,0.298,5.8,12.4,0.471,0.465,5.8,7.9,0.738,1.2,6.1,7.4,4.0,0.9,0.6,3.0,2.4,21.3,ROY-1,banchpa01,14.9,0.529,0.254,0.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,-0.3,2.6,2.4,0.047,-0.7,-0.7,-1.5,0.3,12.4,0.242,0.253,0.124,0.127,0.471,0.658,0.38,0.41,0.352,0.298,0.404,0.706,0.054,52,0.123,1,0
32,Jaden McDaniels,22,MIN,SF,79,79,2416,5.5,10.7,0.517,1.6,4.0,0.398,3.9,6.7,0.588,0.591,1.6,2.1,0.736,1.4,3.2,4.6,2.2,1.1,1.1,1.7,4.1,14.2,,mcdanja02,12.0,0.611,0.376,0.201,4.3,9.8,7.1,8.4,1.5,2.7,12.6,15.8,2.0,2.4,4.4,0.087,-1.7,0.5,-1.2,0.5,12.5,0.288,0.215,0.088,0.034,0.588,0.752,0.461,0.444,0.375,0.398,0.658,0.991,0.115,72,0.506,2,0
33,Shai Gilgeous-Alexander,24,OKC,PG,68,68,2416,10.5,20.6,0.51,0.9,2.5,0.345,9.6,18.1,0.533,0.531,10.0,11.0,0.905,0.9,4.0,4.9,5.5,1.7,1.0,2.9,2.9,31.8,MVP-5CPOY-7ASNBA1,gilgesh01,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,8.4,3.0,11.4,0.226,5.7,1.5,7.3,5.6,9.8,0.283,0.276,0.246,0.073,0.533,0.678,0.438,0.512,0.396,0.345,0.201,0.31,0.039,50,0.101,1,0
34,Royce O'Neale,29,BRK,SF,76,53,2409,3.4,8.9,0.386,2.4,6.3,0.389,1.0,2.6,0.379,0.524,0.7,1.0,0.725,0.8,4.9,5.7,4.2,1.0,0.7,1.7,3.6,10.0,,onealro01,9.2,0.538,0.707,0.116,2.6,15.0,9.0,15.3,1.3,1.7,15.5,13.6,0.4,2.5,2.9,0.057,-1.7,0.6,-1.1,0.5,19.6,0.155,0.118,0.015,0.005,0.379,0.489,0.271,0.222,0.0,0.389,0.394,0.975,0.01,5,0.15,3,0
35,Jaylen Brown,26,BOS,SF,67,67,2405,10.2,20.7,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.7,ASNBA2,brownja02,19.1,0.581,0.352,0.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,1.6,3.4,5.0,0.1,1.5,-0.2,1.3,2.0,13.6,0.237,0.203,0.101,0.093,0.576,0.741,0.477,0.543,0.406,0.335,0.467,0.687,0.052,63,0.125,1,0
36,Luka Dončić,23,DAL,PG,66,66,2391,10.8,21.8,0.496,2.8,8.1,0.342,8.0,13.7,0.588,0.56,7.8,10.4,0.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.2,MVP-8CPOY-8ASNBA1,doncilu01,28.7,0.609,0.373,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,8.9,6.6,14.7,0.176,0.252,0.145,0.054,0.588,0.745,0.578,0.51,0.333,0.342,0.131,0.216,0.01,12,0.041,8,0
37,OG Anunoby,25,TOR,SF,67,67,2386,6.4,13.4,0.476,2.1,5.5,0.387,4.2,7.8,0.539,0.556,2.1,2.5,0.838,1.4,3.6,5.0,2.0,1.9,0.8,2.0,3.0,17.0,DPOY-7DEF2,anunoog01,14.6,0.586,0.415,0.189,4.2,12.1,7.9,8.0,2.7,2.0,12.1,19.5,1.8,2.9,4.7,0.094,-0.3,0.7,0.4,1.5,13.5,0.293,0.173,0.062,0.056,0.539,0.695,0.366,0.364,0.46,0.387,0.566,0.937,0.13,103,0.392,1,0
38,Keegan Murray,22,SAC,SF,80,78,2382,5.4,11.8,0.453,3.1,7.6,0.411,2.2,4.2,0.527,0.584,0.9,1.2,0.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,ROY-5,murrake02,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1.0,-0.6,0.8,17.8,0.179,0.106,0.042,0.027,0.527,0.671,0.349,0.455,0.333,0.411,0.689,0.966,0.058,39,0.277,0,0
39,Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,4.4,9.6,0.462,2.0,4.8,0.423,2.4,4.7,0.502,0.569,1.6,1.9,0.824,0.5,2.6,3.1,2.8,1.7,0.5,1.3,2.2,12.4,,caldwke01,11.5,0.598,0.505,0.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,2.0,2.5,4.5,0.091,-1.6,0.6,-1.0,0.6,17.3,0.136,0.114,0.081,0.155,0.502,0.686,0.403,0.431,0.449,0.423,0.828,0.926,0.024,12,0.411,1,0
40,P.J. Washington,24,CHO,PF,73,73,2380,6.6,14.8,0.444,2.3,6.5,0.348,4.3,8.3,0.518,0.52,1.9,2.6,0.73,1.1,4.3,5.4,2.6,1.0,1.2,1.7,2.9,17.3,,washipj01,12.9,0.542,0.438,0.178,3.2,13.0,8.0,11.0,1.3,2.9,9.4,20.6,0.4,2.2,2.6,0.052,-1.0,-0.3,-1.3,0.4,14.8,0.198,0.242,0.06,0.061,0.518,0.691,0.451,0.424,0.317,0.348,0.74,0.919,0.05,45,0.22,1,0
41,Jalen Brunson,26,NYK,PG,68,68,2379,8.9,18.1,0.491,2.0,4.9,0.416,6.9,13.2,0.519,0.547,4.9,5.9,0.829,0.6,3.0,3.6,6.4,0.9,0.2,2.1,2.3,24.7,MVP-12CPOY-4,brunsja01,21.2,0.597,0.269,0.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,6.9,1.8,8.7,0.175,4.4,-0.5,3.9,3.5,12.9,0.149,0.331,0.172,0.079,0.519,0.612,0.504,0.471,0.511,0.416,0.166,0.575,0.002,2,0.205,0,0
42,Brook Lopez,34,MIL,C,78,78,2373,7.2,13.6,0.531,2.1,5.5,0.374,5.2,8.1,0.637,0.606,2.3,2.9,0.784,2.4,5.5,7.9,1.5,0.6,2.9,1.6,3.1,18.8,DPOY-2DEF1,lopezbr01,18.4,0.63,0.405,0.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,0.161,0.8,1.3,2.1,2.5,14.0,0.281,0.17,0.108,0.036,0.637,0.771,0.569,0.485,0.375,0.374,0.745,0.971,0.087,71,0.198,0,0
43,Josh Giddey,20,OKC,PF,76,76,2367,8.2,17.0,0.482,1.2,3.6,0.325,7.0,13.4,0.524,0.516,1.6,2.2,0.731,2.3,6.9,9.1,7.1,0.9,0.5,3.2,2.2,19.2,,giddejo01,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4.0,0.081,1.5,-0.3,1.2,1.9,9.6,0.301,0.381,0.089,0.021,0.524,0.646,0.455,0.455,0.304,0.325,0.363,0.934,0.011,12,0.128,1,0
