Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
98,Grant Williams,24,BOS,PF,79,23,2045,3.8,8.4,.454,2.0,5.1,.395,1.8,3.3,.546,.575,1.7,2.1,.770,1.5,4.9,6.4,2.3,0.7,0.5,1.4,3.4,11.3,,willigr01
99,Deandre Ayton,24,PHO,C,67,67,2035,9.2,15.7,.589,0.1,0.4,.292,9.1,15.3,.597,.592,2.7,3.5,.760,3.0,8.8,11.8,2.0,0.7,0.9,2.1,3.4,21.3,,aytonde01
100,Mike Conley,35,2TM,PG,67,66,2029,4.6,10.8,.428,2.4,6.2,.385,2.2,4.6,.486,.539,2.5,3.0,.834,0.6,2.6,3.2,8.0,1.3,0.2,1.8,2.5,14.2,,conlemi01
100,Mike Conley,35,UTA,PG,43,42,1276,4.3,10.6,.408,2.2,6.0,.362,2.1,4.6,.469,.511,2.2,2.7,.813,0.5,2.5,3.0,9.3,1.2,0.3,2.1,2.7,13.0,,conlemi01
100,Mike Conley,35,MIN,PG,24,24,753,5.2,11.2,.460,2.8,6.6,.420,2.4,4.6,.515,.583,3.0,3.5,.863,0.8,2.8,3.6,5.7,1.4,0.2,1.4,2.2,16.1,,conlemi01
101,Giannis Antetokounmpo,28,MIL,PF,63,63,2024,12.6,22.7,.553,0.8,3.0,.275,11.7,19.7,.596,.572,8.9,13.7,.645,2.4,10.8,13.2,6.4,0.9,0.9,4.4,3.5,34.8,MVP-3DPOY-6ASNBA1,antetgi01
102,Kevin Porter Jr.,22,HOU,PG,59,59,2024,7.0,15.7,.442,2.5,6.8,.366,4.4,8.9,.501,.522,3.7,4.7,.784,1.4,4.2,5.6,6.0,1.5,0.3,3.3,2.8,20.1,,porteke02
103,Deni Avdija,22,WAS,SF,76,40,2020,4.5,10.3,.437,1.2,4.1,.297,3.3,6.2,.530,.497,2.2,2.9,.739,1.3,7.4,8.7,3.8,1.2,0.5,2.2,3.7,12.4,,avdijde01
104,Tyrese Maxey,22,PHI,SG,60,41,2016,7.8,16.3,.481,2.9,6.6,.434,5.0,9.7,.513,.568,3.2,3.8,.845,0.4,2.7,3.1,3.8,0.9,0.1,1.4,2.4,21.7,,maxeyty01
105,Dorian Finney-Smith,29,2TM,PF,66,66,2009,3.5,9.0,.391,2.0,6.1,.337,1.5,2.9,.503,.505,0.8,1.1,.763,2.0,3.6,5.7,1.8,1.0,0.6,1.1,2.6,9.9,,finnedo01
105,Dorian Finney-Smith,29,DAL,PF,40,40,1288,3.6,8.7,.416,2.2,6.1,.355,1.5,2.6,.559,.540,0.8,1.1,.750,1.9,3.4,5.3,1.6,1.1,0.6,1.0,2.2,10.2,,finnedo01
105,Dorian Finney-Smith,29,BRK,PF,26,26,721,3.3,9.5,.351,1.8,6.0,.306,1.5,3.5,.429,.448,0.7,0.9,.789,2.3,4.0,6.4,2.0,0.8,0.8,1.3,3.2,9.3,,finnedo01
106,Jordan Clarkson,30,UTA,SG,61,61,1988,8.3,18.7,.444,2.8,8.3,.338,5.5,10.4,.530,.519,3.6,4.4,.816,1.3,3.2,4.5,4.9,0.6,0.2,3.4,2.2,23.0,,clarkjo01
107,Dennis Schröder,29,LAL,PG,66,50,1986,4.9,11.8,.415,1.3,4.1,.329,3.6,7.7,.461,.472,3.9,4.6,.857,0.4,2.6,3.0,5.4,0.9,0.2,2.0,2.6,15.0,,schrode01
108,Tre Jones,23,SAS,PG,68,65,1984,6.2,13.5,.459,0.8,2.9,.285,5.4,10.6,.506,.489,2.7,3.1,.860,1.0,3.4,4.4,8.1,1.6,0.2,2.0,1.8,15.9,,jonestr01
109,Grayson Allen,27,MIL,SG,72,70,1972,4.5,10.2,.440,2.7,6.7,.399,1.8,3.5,.518,.571,2.1,2.3,.905,1.1,3.2,4.3,3.0,1.1,0.3,1.3,2.1,13.7,,allengr01
110,Jonas Valančiūnas,30,NOP,C,79,79,1968,8.2,14.9,.547,0.7,2.0,.349,7.5,12.9,.577,.570,3.4,4.1,.826,4.1,10.6,14.7,2.6,0.4,1.0,2.9,4.5,20.4,,valanjo01
111,Eric Gordon,34,2TM,SG,69,58,1965,5.3,12.0,.446,2.4,6.5,.371,2.9,5.4,.535,.547,2.6,3.2,.821,0.3,2.2,2.5,3.4,0.8,0.5,1.9,1.4,15.7,,gordoer01
111,Eric Gordon,34,HOU,SG,47,47,1418,5.3,12.1,.439,2.2,6.2,.347,3.2,5.9,.536,.528,2.8,3.4,.815,0.3,2.2,2.5,3.5,0.8,0.4,2.1,1.1,15.6,,gordoer01
111,Eric Gordon,34,LAC,SG,22,11,547,5.3,11.5,.463,3.1,7.3,.423,2.2,4.2,.531,.597,2.1,2.5,.842,0.3,2.2,2.4,3.1,0.9,0.5,1.4,2.2,15.9,,gordoer01
112,Kevon Looney,26,GSW,C,82,70,1958,4.4,7.1,.630,0.0,0.0,.000,4.4,7.0,.632,.630,1.7,2.8,.606,5.0,8.9,14.0,3.8,1.0,0.9,0.8,4.1,10.6,,looneke01
113,Kyle Anderson,29,MIN,PF,69,46,1957,4.6,9.1,.509,0.8,1.9,.410,3.8,7.2,.536,.553,1.8,2.5,.735,1.2,5.6,6.8,6.2,1.4,1.2,1.9,2.7,11.9,,anderky01
114,Marcus Smart,28,BOS,PG,61,61,1957,4.6,11.1,.415,2.1,6.3,.336,2.5,4.8,.519,.511,1.6,2.2,.746,0.8,2.7,3.5,7.0,1.7,0.4,2.6,3.2,12.9,,smartma01
115,LeBron James,38,LAL,PF,55,54,1954,11.2,22.5,.500,2.2,6.9,.321,9.0,15.5,.580,.549,4.6,6.0,.768,1.2,7.2,8.4,6.9,0.9,0.6,3.3,1.6,29.3,ASNBA3,jamesle01
116,Herbert Jones,24,NOP,PF,66,66,1951,4.3,9.2,.469,1.0,3.1,.335,3.3,6.2,.536,.525,2.3,3.0,.764,1.8,3.2,5.0,3.0,1.9,0.8,1.6,3.8,12.0,,joneshe01
117,Torrey Craig,32,PHO,PF,79,60,1948,4.2,9.2,.456,1.8,4.7,.395,2.4,4.6,.518,.556,0.6,0.8,.711,2.7,5.2,7.9,2.2,0.9,1.1,1.3,3.3,10.9,,craigto01
118,Ja Morant,23,MEM,PG,61,59,1948,10.5,22.4,.466,1.7,5.5,.307,8.8,16.9,.519,.504,6.9,9.2,.748,1.1,5.5,6.6,9.1,1.2,0.3,3.8,1.8,29.5,MVP-12AS,moranja01
119,Kelly Olynyk,31,UTA,C,68,68,1942,5.2,10.3,.499,1.7,4.4,.394,3.4,6.0,.576,.583,3.7,4.3,.853,1.5,6.3,7.8,4.7,1.1,0.7,3.1,4.3,15.7,,olynyke01
120,Stephen Curry,34,GSW,PG,56,56,1941,10.4,21.0,.493,5.1,11.9,.427,5.3,9.2,.579,.614,4.8,5.2,.915,0.7,5.6,6.3,6.5,1.0,0.4,3.3,2.2,30.6,MVP-9CPOY-9ASNBA2,curryst01
121,Tyus Jones,26,MEM,PG,80,22,1940,5.8,13.2,.438,2.2,6.0,.371,3.5,7.1,.495,.523,1.5,1.9,.800,0.5,3.2,3.7,7.7,1.5,0.1,1.4,0.6,15.3,6MOY-6,jonesty01
122,Paul George,32,LAC,SF,56,56,1939,8.5,18.6,.457,2.9,7.9,.371,5.6,10.7,.521,.536,4.8,5.5,.871,0.8,5.5,6.3,5.3,1.5,0.4,3.3,3.0,24.7,AS,georgpa01
123,Al Horford,36,BOS,C,63,63,1922,4.3,9.0,.476,2.7,6.1,.446,1.6,2.9,.539,.627,0.3,0.4,.714,1.4,5.9,7.3,3.5,0.6,1.1,0.7,2.3,11.5,,horfoal01
124,P.J. Tucker,37,PHI,PF,75,75,1920,1.8,4.2,.427,1.0,2.6,.393,0.8,1.6,.482,.549,0.4,0.4,.826,1.8,3.8,5.5,1.1,0.7,0.3,0.8,3.4,5.0,,tuckepj01
125,Jalen McDaniels,25,2TM,SF,80,24,1913,5.3,11.6,.455,1.4,4.4,.332,3.8,7.2,.530,.518,2.2,2.6,.841,1.2,5.3,6.5,2.4,1.6,0.6,1.8,3.9,14.2,,mcdanja01
125,Jalen McDaniels,25,CHO,SF,56,21,1494,5.3,11.9,.447,1.6,4.9,.322,3.8,7.0,.534,.513,2.1,2.5,.846,1.1,5.4,6.5,2.7,1.6,0.7,1.9,3.8,14.3,,mcdanja01
125,Jalen McDaniels,25,PHI,SF,24,3,419,5.2,10.6,.488,1.0,2.6,.400,4.1,8.0,.516,.537,2.4,2.9,.824,1.6,4.9,6.5,1.6,1.5,0.4,1.1,4.4,13.7,,mcdanja01
126,Jakob Poeltl,27,2TM,C,72,71,1906,7.3,11.7,.629,0.0,0.0,.000,7.3,11.7,.630,.629,2.2,3.8,.592,4.5,7.9,12.3,3.7,1.2,1.6,2.4,3.7,16.9,,poeltja01
126,Jakob Poeltl,27,SAS,C,46,46,1199,7.2,11.6,.616,0.0,0.0,.000,7.2,11.6,.618,.616,2.3,3.9,.605,4.6,7.9,12.5,4.2,1.1,1.6,2.9,3.5,16.7,,poeltja01
126,Jakob Poeltl,27,TOR,C,26,25,707,7.6,11.7,.652,0.0,0.0,,7.6,11.7,.652,.652,2.1,3.7,.569,4.3,7.8,12.1,2.9,1.5,1.7,1.5,3.9,17.4,,poeltja01
127,Anthony Davis,29,LAL,C,56,54,1904,10.2,18.2,.563,0.4,1.4,.257,9.9,16.8,.589,.573,6.6,8.4,.784,3.7,9.6,13.3,2.8,1.1,2.2,2.3,2.8,27.4,,davisan02
128,Donte DiVincenzo,26,GSW,SG,72,36,1894,4.5,10.3,.435,2.9,7.2,.397,1.6,3.1,.525,.574,1.1,1.3,.817,1.5,4.7,6.2,4.8,1.8,0.2,2.1,2.5,12.9,,divindo01
129,Bojan Bogdanović,33,DET,PF,59,59,1893,8.2,16.8,.488,2.8,6.7,.411,5.4,10.1,.539,.570,5.1,5.8,.884,0.7,3.6,4.2,2.9,0.6,0.2,2.6,2.1,24.2,,bogdabo02
130,Chris Paul,37,PHO,PG,59,59,1889,5.6,12.7,.440,1.9,5.0,.375,3.7,7.8,.482,.513,2.5,3.0,.831,0.5,4.3,4.8,10.0,1.7,0.4,2.2,2.4,15.6,,paulch01
131,Tyrese Haliburton,22,IND,PG,56,56,1883,7.9,16.1,.490,3.1,7.7,.400,4.8,8.4,.572,.586,3.3,3.8,.871,0.6,3.3,3.9,11.2,1.7,0.5,2.7,1.3,22.2,AS,halibty01
132,Jarred Vanderbilt,23,2TM,PF,78,65,1879,4.7,8.6,.548,0.6,1.7,.322,4.2,6.9,.604,.580,1.8,2.7,.691,3.3,7.9,11.2,3.5,1.6,0.4,1.9,3.6,11.9,,vandeja01
132,Jarred Vanderbilt,23,UTA,PF,52,41,1254,5.0,8.9,.556,0.5,1.6,.333,4.4,7.3,.606,.587,1.9,2.9,.657,3.5,8.3,11.7,4.1,1.5,0.4,2.0,3.8,12.4,,vandeja01
132,Jarred Vanderbilt,23,LAL,PF,26,24,625,4.3,8.1,.529,0.6,1.9,.303,3.7,6.2,.598,.564,1.7,2.1,.784,2.8,7.1,10.0,2.4,1.7,0.3,1.7,3.3,10.8,,vandeja01
133,Terance Mann,26,LAC,SG,81,36,1872,5.2,10.1,.519,1.5,3.8,.389,3.8,6.3,.598,.593,1.8,2.3,.780,1.5,3.8,5.3,3.5,0.8,0.4,1.5,2.9,13.7,,mannte01
134,Troy Brown Jr.,23,LAL,SF,76,45,1860,3.9,9.0,.430,2.1,5.4,.381,1.8,3.6,.505,.545,0.7,0.8,.872,1.2,4.8,6.0,1.8,1.1,0.3,0.9,2.3,10.5,,browntr01
135,Onyeka Okongwu,22,ATL,C,80,18,1849,6.2,9.7,.638,0.1,0.3,.308,6.1,9.4,.647,.642,3.0,3.8,.781,4.2,7.0,11.2,1.6,1.1,2.1,1.6,4.9,15.4,,okongon01
136,Austin Reaves,24,LAL,SG,64,22,1843,5.1,9.6,.529,1.7,4.2,.398,3.4,5.4,.631,.616,4.5,5.2,.864,0.6,3.1,3.8,4.2,0.6,0.4,1.9,2.1,16.3,6MOY-7,reaveau01
137,Desmond Bane,24,MEM,SG,58,58,1841,8.8,18.4,.479,3.2,8.0,.408,5.6,10.4,.534,.568,3.5,4.0,.883,0.8,4.8,5.7,5.0,1.1,0.4,2.5,2.9,24.4,,banede01
138,Devin Booker,26,PHO,SG,53,53,1835,10.3,20.9,.494,2.2,6.2,.351,8.2,14.7,.554,.546,6.0,7.0,.855,0.9,3.8,4.7,5.7,1.0,0.4,2.8,3.1,28.9,,bookede01
139,Marcus Morris,33,LAC,PF,65,65,1825,5.4,12.7,.426,2.2,6.1,.364,3.2,6.6,.484,.513,1.3,1.7,.782,0.6,4.5,5.1,2.2,0.8,0.4,1.1,2.7,14.4,,morrima03
140,Myles Turner,26,IND,C,62,62,1825,7.9,14.5,.548,1.8,4.9,.373,6.1,9.5,.638,.612,4.3,5.4,.783,1.7,7.5,9.2,1.8,0.7,2.8,2.0,4.2,22.0,,turnemy01
141,Bobby Portis,27,MIL,PF,70,22,1818,7.9,15.9,.496,1.9,5.1,.370,6.0,10.8,.555,.555,1.9,2.5,.768,3.0,10.3,13.3,2.1,0.6,0.3,1.6,2.3,19.5,6MOY-3,portibo01
142,Aaron Nesmith,23,IND,SF,73,60,1816,5.0,11.7,.427,2.3,6.2,.366,2.7,5.5,.496,.525,2.4,2.8,.838,1.2,4.3,5.5,1.9,1.1,0.7,1.5,4.7,14.6,,nesmiaa01
143,Patrick Beverley,34,2TM,SG,67,67,1816,2.9,7.1,.400,1.6,4.7,.335,1.3,2.4,.529,.511,0.9,1.3,.723,0.9,4.0,4.9,3.8,1.2,0.8,1.2,3.7,8.2,,beverpa01
143,Patrick Beverley,34,LAL,SG,45,45,1211,2.9,7.2,.402,1.6,4.7,.348,1.2,2.5,.506,.517,1.2,1.5,.780,0.7,3.4,4.2,3.5,1.2,0.7,1.2,3.7,8.6,,beverpa01
143,Patrick Beverley,34,CHI,PG,22,22,605,2.8,7.1,.395,1.5,4.8,.309,1.3,2.3,.579,.500,0.5,0.9,.533,1.2,5.2,6.4,4.5,1.4,1.0,1.1,3.7,7.6,,beverpa01
144,Jevon Carter,27,MIL,PG,81,39,1810,4.8,11.2,.423,2.8,6.7,.421,1.9,4.5,.425,.549,0.6,0.8,.816,0.7,3.3,4.0,3.9,1.3,0.6,1.6,3.1,12.9,,carteje01
145,Michael Porter Jr.,24,DEN,SF,62,62,1798,8.0,16.4,.487,3.8,9.1,.414,4.2,7.3,.579,.602,1.9,2.4,.800,1.3,5.5,6.8,1.3,0.7,0.6,1.4,2.4,21.6,,portemi01
146,Naji Marshall,25,NOP,SF,77,21,1792,5.0,11.5,.433,1.3,4.4,.303,3.6,7.1,.513,.490,2.8,3.5,.789,1.0,4.6,5.6,3.8,1.1,0.3,1.9,2.3,14.0,,marshna01
147,Jaren Jackson Jr.,23,MEM,C,63,63,1787,8.4,16.6,.506,2.0,5.7,.355,6.4,10.9,.585,.567,4.9,6.2,.788,2.2,6.4,8.6,1.2,1.3,3.8,2.2,4.6,23.6,DPOY-1ASDEF1,jacksja02
148,Shaedon Sharpe,19,POR,SG,80,15,1779,6.2,13.1,.472,2.1,5.7,.360,4.1,7.4,.559,.551,1.5,2.1,.714,1.3,3.5,4.8,1.9,0.8,0.5,1.7,2.8,16.0,,sharpsh01
149,Markelle Fultz,24,ORL,PG,60,60,1778,7.1,13.7,.514,0.5,1.8,.310,6.5,12.0,.544,.534,2.3,2.9,.783,1.4,3.3,4.7,6.9,1.8,0.5,2.8,2.7,16.9,,fultzma01
150,Tari Eason,21,HOU,PF,82,5,1767,6.0,13.4,.448,1.2,3.5,.343,4.8,9.9,.486,.493,2.2,3.0,.752,4.0,6.1,10.1,1.8,2.0,1.0,2.1,3.9,15.5,,easonta01
151,Gabe Vincent,26,MIA,PG,68,34,1759,4.7,11.6,.402,2.4,7.2,.334,2.3,4.4,.512,.505,1.4,1.6,.872,0.6,2.4,3.0,3.4,1.3,0.1,1.9,3.2,13.1,,vincega01
152,Kawhi Leonard,31,LAC,SF,52,50,1748,9.2,17.9,.512,2.1,5.1,.416,7.0,12.8,.551,.572,5.0,5.7,.871,1.2,5.8,7.0,4.2,1.5,0.6,1.8,1.7,25.5,,leonaka01
153,Malcolm Brogdon,30,BOS,PG,67,0,1744,7.3,15.1,.484,2.7,6.1,.444,4.6,9.0,.510,.574,3.3,3.8,.870,0.9,4.9,5.8,5.1,0.9,0.4,2.0,2.3,20.6,6MOY-1,brogdma01
154,Christian Wood,27,DAL,C,67,17,1738,8.2,15.9,.515,2.2,5.8,.376,6.0,10.1,.594,.583,4.5,5.8,.772,1.8,8.4,10.2,2.5,0.6,1.5,2.5,3.5,23.1,6MOY-9,woodch01
155,Coby White,22,CHI,SG,74,2,1730,5.5,12.4,.443,2.7,7.2,.372,2.8,5.2,.540,.551,1.3,1.5,.871,0.3,4.1,4.4,4.2,1.1,0.1,1.5,2.5,14.9,,whiteco01
156,Clint Capela,28,ATL,C,65,63,1730,7.3,11.2,.653,0.0,0.0,.000,7.3,11.1,.654,.653,1.6,2.7,.603,5.4,9.6,14.9,1.2,0.9,1.6,1.1,2.9,16.2,,capelca01
157,Malik Monk,24,SAC,SG,77,0,1719,7.5,16.7,.448,3.0,8.3,.359,4.5,8.3,.538,.538,3.9,4.3,.889,0.7,3.6,4.3,6.2,1.0,0.4,3.1,2.6,21.8,6MOY-5,monkma01
158,Kyle Lowry,36,MIA,PG,55,44,1718,4.1,10.2,.404,2.2,6.5,.345,1.9,3.7,.509,.514,2.4,2.8,.859,0.9,3.8,4.7,5.9,1.2,0.4,2.2,3.0,12.9,,lowryky01
159,Nicolas Batum,34,LAC,PF,78,19,1709,3.4,8.0,.420,2.6,6.7,.391,0.8,1.3,.563,.583,0.7,1.0,.708,1.3,5.0,6.3,2.5,1.1,0.9,1.1,3.1,10.1,,batumni01
160,Walker Kessler,21,UTA,C,74,40,1703,6.3,8.8,.720,0.0,0.1,.333,6.3,8.7,.723,.721,1.7,3.4,.516,4.9,8.2,13.1,1.5,0.5,3.7,1.2,3.6,14.4,ROY-3,kesslwa01
161,Monte Morris,27,WAS,PG,62,61,1695,5.2,10.9,.480,1.7,4.3,.382,3.6,6.6,.543,.555,1.4,1.6,.831,0.6,3.9,4.5,6.9,0.9,0.3,1.3,1.6,13.5,,morrimo01
162,Wendell Carter Jr.,23,ORL,C,57,54,1690,6.9,13.1,.525,1.7,4.8,.356,5.2,8.3,.624,.591,3.1,4.2,.738,2.6,8.0,10.6,2.8,0.6,0.7,2.3,3.4,18.5,,cartewe01
163,Santi Aldama,22,MEM,PF,77,20,1682,5.3,11.2,.470,2.0,5.7,.353,3.3,5.5,.591,.560,2.3,3.1,.750,1.8,6.1,7.9,2.1,1.0,1.0,1.3,3.1,14.9,,aldamsa01
164,Bradley Beal,29,WAS,SG,50,50,1673,9.6,18.9,.506,1.7,4.7,.365,7.8,14.2,.552,.551,4.1,4.9,.842,0.9,3.3,4.2,5.8,1.0,0.7,3.1,2.3,25.0,,bealbr01
165,Kevin Durant,34,2TM,PF,47,47,1672,10.4,18.6,.560,2.0,5.0,.404,8.4,13.6,.617,.614,6.6,7.2,.919,0.4,6.4,6.7,5.1,0.7,1.4,3.4,2.1,29.4,AS,duranke01
165,Kevin Durant,34,BRK,PF,39,39,1403,10.5,18.8,.559,1.8,4.8,.376,8.7,14.0,.622,.607,6.9,7.3,.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,,duranke01
165,Kevin Durant,34,PHO,PF,8,8,269,9.8,17.1,.570,2.9,5.5,.537,6.8,11.6,.586,.656,5.4,6.4,.833,0.4,6.4,6.8,3.7,0.3,1.3,2.7,0.9,27.8,,duranke01
166,Jalen Duren,19,DET,C,67,31,1670,5.6,8.6,.648,0.0,0.0,.000,5.6,8.5,.652,.648,2.1,3.4,.611,4.9,7.9,12.8,1.6,0.9,1.3,2.0,3.9,13.2,,durenja01
167,Reggie Jackson,32,2TM,PG,68,40,1657,5.7,13.9,.411,2.1,6.3,.333,3.6,7.6,.474,.486,1.5,1.7,.910,0.5,2.6,3.1,5.1,1.0,0.1,2.5,2.5,15.1,,jacksre01
167,Reggie Jackson,32,LAC,PG,52,38,1338,5.8,13.8,.418,2.1,5.9,.350,3.7,7.9,.469,.493,1.6,1.8,.924,0.6,2.5,3.1,4.9,1.0,0.1,2.6,2.5,15.2,,jacksre01
167,Reggie Jackson,32,DEN,PG,16,2,319,5.5,14.4,.383,2.1,7.7,.279,3.4,6.8,.500,.457,1.1,1.4,.833,0.3,2.8,3.2,5.6,1.0,0.1,2.1,2.5,14.3,,jacksre01
168,Isaac Okoro,22,CLE,SF,76,46,1652,3.8,7.7,.494,1.4,3.7,.363,2.5,4.0,.617,.582,1.7,2.2,.757,1.1,2.9,4.1,1.9,1.2,0.7,0.9,3.4,10.7,,okorois01
169,Isaiah Hartenstein,24,NYK,C,82,8,1626,3.9,7.2,.535,0.2,0.8,.216,3.7,6.4,.576,.547,1.1,1.6,.676,4.6,7.2,11.9,2.3,1.2,1.4,1.5,4.7,9.0,,harteis01
170,Daniel Gafford,24,WAS,C,78,47,1604,6.5,8.9,.732,0.0,0.0,,6.5,8.9,.732,.732,2.9,4.2,.679,3.7,6.1,9.7,1.9,0.7,2.2,1.9,4.2,15.8,,gaffoda01
171,Mitchell Robinson,24,NYK,C,59,58,1591,4.3,6.3,.671,0.0,0.0,,4.3,6.3,.671,.671,1.3,2.8,.484,6.0,6.5,12.6,1.2,1.3,2.5,0.9,3.6,9.8,,robinmi01
172,Drew Eubanks,25,POR,C,78,28,1584,4.9,7.6,.641,0.2,0.4,.389,4.7,7.2,.655,.651,1.9,2.8,.664,3.0,6.5,9.5,2.3,0.9,2.3,1.5,3.8,11.8,,eubandr01
173,Gordon Hayward,32,CHO,SF,50,50,1577,6.3,13.3,.475,1.2,3.7,.325,5.1,9.6,.532,.520,2.9,3.6,.811,0.8,4.2,4.9,4.7,1.0,0.3,2.3,1.6,16.7,,haywago01
174,Alex Caruso,28,CHI,PG,67,36,1575,3.0,6.5,.455,1.3,3.5,.364,1.7,3.1,.556,.551,1.3,1.7,.808,1.0,3.5,4.5,4.4,2.2,1.1,1.8,3.6,8.5,DPOY-11DEF1,carusal01
175,Shake Milton,26,PHI,SG,76,11,1567,5.5,11.6,.479,1.3,3.4,.378,4.3,8.2,.521,.535,2.3,2.7,.853,0.9,3.5,4.4,5.5,0.6,0.3,2.2,2.8,14.6,,miltosh01
176,Norman Powell,29,LAC,SG,60,8,1567,7.8,16.3,.479,2.6,6.6,.397,5.2,9.7,.534,.559,5.2,6.4,.812,0.6,3.5,4.0,2.5,1.1,0.4,2.3,2.9,23.4,6MOY-4,powelno01
177,Cole Anthony,22,ORL,PG,60,4,1552,6.4,14.1,.454,1.7,4.8,.364,4.7,9.4,.500,.516,3.5,3.9,.894,1.1,5.6,6.7,5.5,0.9,0.7,2.1,3.7,18.1,,anthoco01
178,Malaki Branham,19,SAS,SG,66,32,1550,6.2,14.2,.440,1.8,5.9,.302,4.5,8.3,.539,.503,1.3,1.6,.829,0.7,3.6,4.2,2.9,0.8,0.2,1.8,2.7,15.6,,branhma01
179,Cedi Osman,27,CLE,SF,77,2,1548,5.6,12.3,.451,2.7,7.3,.372,2.9,5.1,.564,.560,1.7,2.5,.694,0.6,3.5,4.1,2.7,0.8,0.3,1.2,2.8,15.6,,osmande01
180,Kelly Oubre Jr.,27,CHO,SF,48,40,1548,8.2,19.0,.431,2.5,7.9,.319,5.7,11.2,.510,.497,3.7,4.8,.760,1.5,4.3,5.8,1.3,1.6,0.4,1.5,3.3,22.6,,oubreke01
181,Josh Green,22,DAL,SG,60,21,1539,4.8,8.9,.537,1.6,4.0,.402,3.2,5.0,.643,.626,1.6,2.2,.723,1.3,3.0,4.3,2.4,1.0,0.1,1.7,3.6,12.8,,greenjo02
182,Brandon Ingram,25,NOP,SF,45,45,1538,9.5,19.5,.484,1.5,3.8,.390,8.0,15.7,.507,.522,5.6,6.4,.882,0.5,5.2,5.8,6.1,0.7,0.4,3.5,2.7,26.0,,ingrabr01
183,Josh Richardson,29,2TM,SG,65,10,1530,5.6,13.0,.431,2.5,6.9,.365,3.1,6.1,.506,.528,1.6,1.9,.852,1.0,3.2,4.1,4.1,1.6,0.5,2.0,2.8,15.4,,richajo01
183,Josh Richardson,29,SAS,SG,42,6,997,6.4,14.7,.436,2.7,7.5,.357,3.7,7.2,.518,.527,1.9,2.2,.883,1.1,3.2,4.3,4.9,1.4,0.4,2.3,2.5,17.4,,richajo01
183,Josh Richardson,29,NOP,SG,23,4,533,4.2,10.0,.419,2.2,5.8,.384,2.0,4.2,.468,.530,1.1,1.4,.762,0.7,3.0,3.8,2.5,2.0,0.6,1.6,3.2,11.7,,richajo01
184,Joe Harris,31,BRK,SF,74,33,1527,4.7,10.4,.457,3.3,7.9,.426,1.4,2.5,.551,.618,0.4,0.7,.643,0.5,3.3,3.9,2.4,0.8,0.3,1.0,3.3,13.2,,harrijo01
185,T.J. McConnell,30,IND,PG,75,6,1526,6.7,12.3,.543,0.6,1.4,.441,6.1,10.9,.556,.568,1.4,1.6,.853,1.1,4.5,5.5,9.4,1.9,0.2,3.4,2.5,15.3,,mccontj01
186,Chris Boucher,30,TOR,PF,76,0,1523,6.2,12.5,.493,1.5,4.5,.328,4.7,8.0,.585,.552,3.0,4.0,.762,3.7,6.2,10.0,0.7,1.1,1.5,1.0,3.4,16.8,,bouchch01
187,Georges Niang,29,PHI,PF,78,1,1512,5.3,12.0,.442,3.7,9.1,.401,1.6,2.8,.576,.596,0.9,1.1,.867,0.5,4.0,4.4,1.8,0.7,0.3,1.3,3.5,15.2,,niangge01
188,Bogdan Bogdanović,30,ATL,SG,54,9,1508,6.5,14.6,.447,3.5,8.6,.406,3.0,6.0,.506,.566,1.5,1.8,.831,0.5,3.4,3.9,3.6,1.0,0.4,1.6,2.1,18.0,,bogdabo01
189,Damion Lee,30,PHO,SG,74,5,1506,4.8,10.8,.442,2.6,5.9,.445,2.2,4.9,.439,.564,2.2,2.5,.904,0.9,4.4,5.4,2.4,0.7,0.2,1.9,2.8,14.4,,leeda03
190,Bol Bol,23,ORL,PF,70,33,1505,6.2,11.4,.546,0.7,2.7,.265,5.5,8.7,.633,.577,2.0,2.6,.759,1.7,8.0,9.7,1.7,0.7,2.0,2.7,2.2,15.2,,bolbo01
191,John Konchar,26,MEM,SF,72,23,1494,3.3,7.7,.431,1.4,4.3,.339,1.9,3.4,.545,.525,0.7,0.9,.778,1.5,5.9,7.5,2.4,1.9,0.6,0.9,2.7,8.8,,konchjo01
192,Rui Hachimura,24,2TM,PF,63,9,1466,7.0,14.3,.486,1.3,3.9,.319,5.7,10.4,.550,.530,2.2,2.9,.739,1.3,5.6,6.9,1.4,0.5,0.6,1.3,1.8,17.4,,hachiru01
192,Rui Hachimura,24,WAS,PF,30,0,728,7.8,16.0,.488,1.5,4.4,.337,6.3,11.6,.545,.534,2.2,2.9,.759,0.9,5.4,6.3,1.7,0.5,0.6,1.8,1.9,19.3,,hachiru01
192,Rui Hachimura,24,LAL,PF,33,9,738,6.1,12.7,.485,1.0,3.5,.296,5.1,9.2,.556,.525,2.1,3.0,.721,1.7,5.9,7.6,1.1,0.4,0.7,0.8,1.6,15.5,,hachiru01
193,Dwight Powell,31,DAL,C,76,64,1458,4.9,6.6,.732,0.0,0.1,.000,4.9,6.5,.746,.732,2.8,4.1,.667,3.7,4.1,7.8,1.7,1.2,0.6,1.6,5.2,12.5,,poweldw01
