Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
101,Jalen Suggs,22,ORL,SG,75,75,2025,6.0,12.7,.471,2.7,6.8,.397,3.3,5.8,.556,.578,2.1,2.8,.756,0.9,3.2,4.1,3.6,1.9,0.8,2.3,3.6,16.8,DPOY-10DEF2,suggsja01
102,Keyonte George,20,UTA,PG,75,44,2023,5.7,14.5,.391,2.6,7.8,.334,3.1,6.7,.459,.482,3.4,4.0,.848,0.3,3.5,3.8,5.9,0.6,0.1,3.3,1.6,17.3,,georgke01
103,Josh Giddey,21,OKC,SG,80,80,2011,7.2,15.2,.475,1.5,4.4,.337,5.7,10.8,.530,.523,1.8,2.2,.806,2.0,7.2,9.2,6.9,0.9,0.8,3.0,2.0,17.7,,giddejo01
104,Bobby Portis,28,MIL,PF,82,4,2008,8.4,16.5,.508,1.8,4.4,.407,6.6,12.0,.545,.562,1.8,2.2,.790,2.5,8.3,10.9,1.9,1.2,0.6,1.6,3.4,20.3,6MOY-3,portibo01
105,Aaron Nesmith,24,IND,SF,72,47,1995,5.7,11.5,.496,2.5,6.0,.419,3.2,5.4,.581,.606,1.9,2.5,.781,1.1,3.8,5.0,1.9,1.2,0.9,1.2,4.3,15.8,,nesmiaa01
106,Gary Trent Jr.,25,TOR,SG,71,41,1994,6.5,15.3,.426,3.2,8.2,.393,3.3,7.1,.464,.531,1.3,1.7,.771,0.5,2.9,3.4,2.1,1.4,0.2,0.8,1.7,17.6,,trentga02
107,Norman Powell,30,LAC,SG,76,3,1990,6.7,13.9,.486,3.0,6.9,.435,3.7,6.9,.536,.594,2.6,3.1,.831,0.3,3.2,3.5,1.5,0.8,0.4,1.2,2.5,19.1,6MOY-4,powelno01
108,Immanuel Quickley,24,2TM,SG,68,38,1985,7.0,16.2,.434,3.1,7.9,.395,3.9,8.4,.471,.530,3.8,4.4,.853,0.3,4.4,4.7,6.0,0.9,0.2,1.8,2.2,21.0,,quickim01
108,Immanuel Quickley,24,NYK,SG,30,0,720,7.6,16.7,.454,3.2,8.1,.395,4.4,8.6,.509,.549,4.1,4.7,.872,0.2,3.6,3.8,3.7,0.8,0.1,1.5,2.2,22.5,,quickim01
108,Immanuel Quickley,24,TOR,PG,38,38,1265,6.7,15.9,.422,3.0,7.7,.395,3.7,8.2,.448,.518,3.6,4.3,.841,0.3,4.8,5.2,7.3,1.0,0.2,2.0,2.1,20.1,,quickim01
109,Brandin Podziemski,20,GSW,SG,74,28,1968,5.0,10.9,.454,1.6,4.3,.385,3.3,6.6,.499,.529,0.9,1.4,.633,2.2,5.7,7.8,5.0,1.1,0.3,1.6,2.2,12.5,ROY-5,podzibr01
110,Naz Reid,24,MIN,PF,81,14,1964,7.4,15.6,.477,3.1,7.5,.414,4.3,8.1,.535,.576,2.0,2.7,.736,1.3,6.4,7.8,1.9,1.2,1.3,2.0,3.2,20.0,6MOY-1,reidna01
111,Caris LeVert,29,CLE,SG,68,10,1958,6.3,15.1,.421,2.0,6.1,.325,4.4,9.0,.486,.487,2.8,3.7,.766,0.7,4.4,5.1,6.4,1.4,0.6,2.2,2.2,17.5,,leverca01
112,Royce O'Neale,30,2TM,SF,79,14,1954,3.9,9.9,.397,2.9,7.8,.370,1.1,2.2,.496,.542,0.4,0.6,.686,1.1,5.8,6.9,4.0,1.1,0.8,1.3,3.2,11.2,,onealro01
112,Royce O'Neale,30,BRK,SF,49,6,1202,3.8,9.7,.388,2.9,7.9,.366,0.9,1.8,.483,.537,0.4,0.7,.682,1.1,5.5,6.6,4.1,1.0,0.9,1.5,3.6,10.9,,onealro01
112,Royce O'Neale,30,PHO,SF,30,8,752,4.2,10.2,.411,2.8,7.5,.376,1.4,2.7,.509,.549,0.4,0.6,.692,1.1,6.4,7.5,3.9,1.3,0.7,1.1,2.6,11.7,,onealro01
113,Jonathan Kuminga,21,GSW,PF,74,46,1949,8.4,15.9,.529,1.0,3.0,.321,7.4,12.9,.578,.560,4.1,5.5,.746,1.7,4.9,6.6,3.0,1.0,0.7,2.3,3.1,21.9,,kuminjo01
114,Donovan Mitchell,27,CLE,SG,55,55,1942,9.3,20.2,.462,3.4,9.2,.368,6.0,11.0,.539,.545,5.1,5.9,.865,0.9,4.3,5.2,6.2,1.9,0.6,2.9,2.2,27.1,AS,mitchdo01
115,Trae Young,25,ATL,PG,54,54,1942,8.0,18.7,.430,3.2,8.7,.373,4.8,10.0,.479,.516,6.5,7.5,.855,0.4,2.3,2.8,10.8,1.3,0.2,4.4,2.0,25.7,AS,youngtr01
116,Dorian Finney-Smith,30,BRK,PF,68,56,1934,4.0,9.5,.421,2.2,6.3,.348,1.8,3.3,.560,.535,0.6,0.9,.717,2.0,3.9,5.9,2.0,1.0,0.7,1.1,2.8,10.8,,finnedo01
117,Tyus Jones,27,WAS,PG,66,66,1933,6.1,12.4,.489,2.0,4.8,.414,4.1,7.6,.537,.569,0.6,0.7,.800,0.4,3.0,3.3,9.0,1.3,0.3,1.2,0.9,14.7,,jonesty01
118,Jonas Valančiūnas,31,NOP,C,82,82,1925,7.5,13.4,.559,0.7,2.2,.308,6.8,11.2,.609,.585,3.0,3.8,.785,3.5,10.0,13.5,3.2,0.6,1.3,2.1,4.1,18.7,,valanjo01
119,Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,4.4,10.1,.439,2.5,6.3,.391,2.0,3.8,.517,.560,1.0,1.2,.800,0.7,2.5,3.1,3.8,1.2,0.8,1.4,2.7,12.3,,alexani01
120,Andrew Wiggins,28,GSW,SF,71,59,1920,6.6,14.6,.453,1.7,4.8,.358,4.9,9.9,.498,.511,2.7,3.5,.751,2.0,4.0,6.0,2.2,0.8,0.8,1.6,2.8,17.6,,wiggian01
121,Duncan Robinson,29,MIA,SF,68,36,1905,5.7,12.8,.450,3.5,8.9,.395,2.2,3.8,.579,.589,1.5,1.7,.889,0.3,3.0,3.3,3.6,0.9,0.3,1.8,3.1,16.5,,robindu01
122,John Collins,26,UTA,PF,68,66,1901,7.5,14.1,.532,1.6,4.4,.371,5.9,9.7,.605,.590,2.8,3.5,.795,3.0,7.9,10.9,1.5,0.8,1.2,1.9,3.6,19.4,,collijo01
123,Darius Garland,24,CLE,PG,57,57,1901,7.1,15.9,.446,2.5,6.7,.371,4.6,9.2,.501,.524,2.8,3.3,.834,0.6,2.3,2.9,7.1,1.4,0.1,3.3,1.8,19.5,,garlada01
124,Isaiah Hartenstein,25,NYK,C,75,49,1896,4.5,6.9,.644,0.0,0.1,.333,4.4,6.9,.646,.645,2.1,3.0,.707,4.6,7.3,11.9,3.6,1.7,1.6,1.8,4.0,11.1,,harteis01
125,Eric Gordon,35,PHO,SG,68,24,1893,5.2,11.8,.443,2.9,7.5,.378,2.4,4.2,.561,.565,1.0,1.2,.797,0.3,2.0,2.3,2.6,1.3,0.6,1.4,1.5,14.2,,gordoer01
126,Jalen Johnson,22,ATL,SF,56,52,1889,6.8,13.4,.511,1.4,3.8,.355,5.5,9.6,.574,.562,2.0,2.8,.728,1.4,7.9,9.3,3.9,1.3,0.9,1.9,2.5,17.1,,johnsja05
127,Isaac Okoro,23,CLE,SF,69,42,1887,4.5,9.2,.490,1.6,4.1,.391,2.9,5.1,.570,.577,1.8,2.6,.679,1.3,2.7,3.9,2.5,1.1,0.6,1.0,2.7,12.3,,okorois01
128,Clint Capela,29,ATL,C,73,73,1883,6.7,11.8,.571,0.0,0.0,.000,6.7,11.8,.572,.571,2.5,3.9,.631,6.4,8.4,14.8,1.7,0.8,2.0,1.4,3.1,16.0,,capelca01
129,Terance Mann,27,LAC,SG,75,71,1873,4.9,9.5,.515,1.4,3.9,.348,3.5,5.6,.633,.587,1.5,1.8,.832,1.7,3.2,4.9,2.3,0.8,0.3,0.9,2.8,12.6,,mannte01
130,Malik Monk,25,SAC,SG,72,0,1872,7.6,17.2,.443,2.8,8.1,.350,4.8,9.0,.528,.526,3.3,3.9,.829,0.5,3.5,4.1,7.1,0.9,0.7,2.9,3.0,21.3,CPOY-126MOY-2,monkma01
131,Bruce Brown,27,2TM,SG,67,44,1866,5.4,11.2,.478,1.0,3.2,.323,4.3,8.1,.538,.523,2.3,2.7,.824,1.0,4.5,5.5,3.7,1.1,0.3,1.7,2.9,14.0,,brownbr01
131,Bruce Brown,27,IND,SG,33,33,981,5.5,11.5,.475,1.2,3.7,.327,4.3,7.8,.545,.527,2.5,3.0,.817,0.9,4.7,5.7,3.7,1.3,0.3,1.5,3.0,14.6,,brownbr01
131,Bruce Brown,27,TOR,PG,34,11,885,5.2,10.9,.481,0.8,2.6,.317,4.4,8.3,.532,.519,2.0,2.4,.833,1.1,4.1,5.3,3.7,1.0,0.4,1.8,2.7,13.3,,brownbr01
132,Jamal Murray,26,DEN,PG,59,59,1861,9.2,19.1,.481,2.8,6.6,.425,6.4,12.5,.510,.554,3.0,3.6,.853,0.8,3.9,4.7,7.4,1.1,0.8,2.4,2.0,24.2,,murraja01
133,RJ Barrett,23,2TM,SG,58,58,1838,8.5,17.2,.495,1.8,4.9,.360,6.8,12.3,.549,.547,4.1,5.7,.715,1.0,5.1,6.2,3.8,0.6,0.4,2.5,2.5,22.9,,barrerj01
133,RJ Barrett,23,NYK,SG,26,26,766,7.7,18.2,.423,2.0,6.1,.331,5.7,12.1,.469,.478,4.8,5.8,.831,0.9,4.3,5.2,3.0,0.6,0.4,2.2,2.1,22.3,,barrerj01
133,RJ Barrett,23,TOR,SG,32,32,1072,9.1,16.5,.553,1.6,4.0,.392,7.6,12.5,.605,.601,3.5,5.6,.629,1.1,5.7,6.9,4.4,0.6,0.4,2.7,2.8,23.4,,barrerj01
134,Georges Niang,30,CLE,PF,82,10,1831,5.6,12.4,.449,2.9,7.8,.376,2.7,4.6,.572,.567,1.0,1.2,.850,0.4,5.0,5.5,1.9,0.6,0.4,1.4,3.8,15.1,,niangge01
135,Jerami Grant,29,POR,PF,54,54,1830,7.5,16.7,.451,2.2,5.4,.402,5.4,11.3,.474,.516,5.0,6.1,.817,0.7,3.0,3.8,3.0,0.9,0.7,2.3,2.3,22.3,,grantje01
136,Rui Hachimura,25,LAL,PF,68,39,1826,7.2,13.3,.537,1.9,4.6,.422,5.2,8.8,.597,.609,2.0,2.6,.739,1.1,4.7,5.8,1.6,0.8,0.5,0.9,2.0,18.2,,hachiru01
137,Payton Pritchard,26,BOS,PG,82,5,1825,5.9,12.5,.468,2.9,7.5,.385,3.0,5.0,.593,.583,0.9,1.1,.821,1.4,3.8,5.2,5.5,0.8,0.1,1.2,2.1,15.5,,pritcpa01
138,Lauri Markkanen,26,UTA,PF,55,55,1820,8.4,17.6,.480,3.5,8.7,.399,5.0,8.9,.559,.578,4.9,5.5,.899,2.4,6.5,8.9,2.2,1.0,0.5,1.5,2.0,25.3,,markkla01
139,Reggie Jackson,33,DEN,PG,82,23,1817,6.5,15.0,.431,2.0,5.6,.359,4.4,9.4,.475,.499,1.6,1.9,.806,0.7,2.4,3.1,6.1,0.9,0.3,2.1,3.0,16.5,,jacksre01
140,Cole Anthony,23,ORL,PG,81,0,1817,6.6,15.1,.435,1.8,5.4,.338,4.7,9.7,.490,.496,3.6,4.3,.826,1.3,4.9,6.2,4.7,1.3,0.7,2.5,3.5,18.6,,anthoco01
141,Daniel Gafford,25,2TM,C,74,66,1815,6.9,9.5,.725,0.0,0.0,,6.9,9.5,.725,.725,2.3,3.5,.674,3.9,7.3,11.1,2.3,1.3,3.0,1.5,4.5,16.1,,gaffoda01
141,Daniel Gafford,25,WAS,C,45,45,1192,6.1,8.9,.690,0.0,0.0,,6.1,8.9,.690,.690,2.5,3.6,.706,4.0,6.9,10.9,2.1,1.3,2.9,1.4,4.4,14.8,,gaffoda01
141,Daniel Gafford,25,DAL,PF,29,21,623,8.4,10.7,.780,0.0,0.0,,8.4,10.7,.780,.780,2.0,3.2,.607,3.7,7.9,11.6,2.7,1.2,3.2,1.6,4.6,18.7,,gaffoda01
142,Ivica Zubac,26,LAC,C,68,68,1794,6.8,10.4,.649,0.0,0.0,,6.8,10.4,.649,.649,2.4,3.3,.723,3.9,8.6,12.6,1.9,0.4,1.7,1.6,3.6,15.9,,zubaciv01
143,Deandre Ayton,25,POR,C,55,55,1784,8.6,15.1,.570,0.0,0.2,.100,8.6,14.9,.576,.571,1.3,1.6,.823,3.6,8.7,12.3,1.8,1.1,0.8,2.0,2.2,18.6,,aytonde01
144,Derrick Jones Jr.,26,DAL,SF,76,66,1783,4.8,10.0,.483,1.7,4.8,.343,3.2,5.2,.613,.566,2.0,2.7,.713,1.7,3.4,5.0,1.5,1.1,1.0,1.3,2.4,13.3,,jonesde02
145,Kyle Anderson,30,MIN,PF,79,10,1782,4.0,8.7,.460,0.2,1.0,.229,3.8,7.8,.488,.472,2.0,2.8,.708,1.2,4.3,5.5,6.7,1.4,0.9,1.8,2.6,10.2,,anderky01
146,Jalen Duren,20,DET,C,61,60,1777,7.1,11.4,.619,0.0,0.1,.000,7.1,11.3,.623,.619,2.9,3.7,.790,3.9,10.5,14.4,3.0,0.7,1.0,2.6,3.9,17.0,,durenja01
147,Bradley Beal,30,PHO,SG,53,53,1767,7.7,15.0,.513,2.1,4.8,.430,5.6,10.2,.552,.582,2.2,2.7,.813,1.1,3.6,4.7,5.4,1.1,0.6,2.7,2.6,19.6,,bealbr01
148,Scoot Henderson,19,POR,PG,62,32,1765,6.3,16.3,.385,1.8,5.5,.325,4.5,10.8,.416,.440,3.4,4.2,.819,1.1,2.9,4.0,6.9,1.0,0.3,4.3,4.0,17.7,,hendesc01
149,Nick Richards,26,CHO,C,67,51,1759,5.3,7.7,.691,0.0,0.0,.000,5.3,7.7,.693,.691,2.7,3.7,.737,3.5,7.5,11.0,1.1,0.5,1.5,1.5,3.6,13.3,,richani01
150,Kelly Olynyk,32,2TM,C,78,27,1759,5.6,10.2,.555,1.2,3.2,.387,4.4,7.0,.632,.616,3.1,3.7,.833,2.2,6.2,8.4,7.1,1.5,0.6,3.1,4.7,15.6,,olynyke01
150,Kelly Olynyk,32,UTA,C,50,8,1019,5.1,9.1,.562,1.3,3.0,.429,3.9,6.1,.626,.632,2.8,3.4,.842,2.2,6.7,9.0,7.7,1.3,0.4,2.9,4.7,14.3,,olynyke01
150,Kelly Olynyk,32,TOR,C,28,19,740,6.4,11.6,.548,1.2,3.5,.338,5.2,8.2,.637,.598,3.4,4.1,.824,2.2,5.4,7.6,6.2,1.8,0.9,3.5,4.8,17.3,,olynyke01
151,Caleb Martin,28,MIA,SF,64,23,1756,4.9,11.5,.431,1.7,4.8,.349,3.3,6.7,.489,.504,1.6,2.0,.778,1.5,4.2,5.8,2.9,1.0,0.6,1.6,2.6,13.1,,martica02
152,Sam Hauser,26,BOS,SF,79,13,1741,5.1,11.5,.446,4.1,9.6,.424,1.1,1.9,.559,.623,0.4,0.4,.895,0.9,4.8,5.7,1.7,0.8,0.5,0.7,2.0,14.7,,hausesa01
153,Al Horford,37,BOS,C,65,33,1740,4.4,8.7,.511,2.2,5.3,.419,2.2,3.3,.658,.640,0.5,0.6,.867,1.7,6.8,8.5,3.5,0.8,1.3,1.0,1.9,11.6,,horfoal01
154,Toumani Camara,23,POR,PF,70,49,1739,4.1,9.1,.450,1.2,3.6,.337,2.9,5.5,.523,.516,1.6,2.0,.758,2.9,4.2,7.1,1.8,1.4,0.7,1.7,3.6,10.9,,camarto01
155,Obi Toppin,25,IND,PF,82,28,1730,6.9,12.0,.573,2.1,5.3,.403,4.8,6.8,.706,.661,1.6,2.1,.770,1.8,4.9,6.7,2.7,1.0,0.9,1.4,3.0,17.5,,toppiob01
156,Bilal Coulibaly,19,WAS,SF,63,15,1715,3.9,9.1,.435,1.3,3.9,.346,2.6,5.2,.502,.509,1.9,2.7,.702,1.2,4.2,5.4,2.3,1.2,1.0,1.8,2.9,11.2,,coulibi01
157,OG Anunoby,26,2TM,SF,50,50,1702,6.0,12.2,.489,2.2,5.6,.382,3.8,6.6,.581,.577,1.4,1.9,.753,1.0,3.4,4.4,2.3,1.4,0.8,1.7,2.5,15.5,,anunoog01
157,OG Anunoby,26,TOR,SF,27,27,900,6.3,12.8,.489,2.4,6.5,.374,3.8,6.3,.608,.584,1.3,1.8,.717,1.0,3.3,4.2,2.9,1.1,0.5,1.7,2.5,16.3,,anunoog01
157,OG Anunoby,26,NYK,SF,23,23,802,5.6,11.5,.488,1.8,4.7,.394,3.8,6.8,.553,.568,1.5,1.9,.791,1.0,3.5,4.6,1.6,1.8,1.0,1.7,2.6,14.6,,anunoog01
158,Jabari Walker,21,POR,SF,72,23,1700,5.0,10.8,.460,0.9,2.9,.295,4.1,7.8,.522,.500,2.7,3.6,.754,3.2,7.6,10.8,1.5,0.9,0.5,1.4,3.7,13.5,,walkeja01
159,Andrew Nembhard,24,IND,PG,68,47,1697,5.5,11.1,.498,1.3,3.6,.357,4.2,7.4,.567,.557,1.0,1.2,.804,0.8,2.2,3.0,5.9,1.3,0.1,2.1,3.0,13.3,,nembhan01
160,Cason Wallace,20,OKC,SG,82,13,1692,4.6,9.4,.491,2.1,5.0,.419,2.5,4.4,.572,.602,0.6,0.8,.784,1.1,2.9,4.0,2.6,1.6,0.8,1.0,2.7,11.9,,wallaca01
161,Trey Murphy III,23,NOP,SF,57,23,1690,5.9,13.2,.443,3.6,9.5,.380,2.3,3.7,.602,.579,2.6,3.2,.815,0.9,5.1,6.0,2.6,1.1,0.6,0.7,1.5,17.9,,murphtr02
162,Kristaps Porziņģis,28,BOS,C,57,57,1690,8.3,16.0,.516,2.3,6.2,.375,5.9,9.8,.606,.589,5.5,6.4,.858,2.1,6.6,8.7,2.4,0.9,2.4,1.9,3.3,24.4,,porzikr01
163,Kyle Lowry,37,2TM,PG,60,55,1690,3.5,8.0,.432,2.1,5.3,.392,1.4,2.7,.512,.562,1.3,1.6,.840,0.7,3.4,4.1,5.4,1.3,0.4,1.8,3.1,10.4,,lowryky01
163,Kyle Lowry,37,MIA,PG,37,35,1037,3.6,8.4,.426,2.2,5.6,.385,1.4,2.8,.506,.554,1.2,1.5,.833,0.9,3.6,4.5,5.1,1.4,0.5,1.8,3.3,10.5,,lowryky01
163,Kyle Lowry,37,PHI,PG,23,20,653,3.3,7.4,.444,2.0,4.9,.404,1.3,2.5,.522,.578,1.5,1.8,.848,0.5,3.1,3.6,5.8,1.1,0.3,1.8,2.9,10.1,,lowryky01
164,Jordan Clarkson,31,UTA,SG,55,19,1682,7.2,17.5,.413,1.9,6.6,.294,5.3,10.9,.485,.469,3.8,4.3,.881,1.0,3.0,4.0,5.9,0.7,0.1,3.1,1.7,20.2,,clarkjo01
165,De'Andre Hunter,26,ATL,SF,57,37,1681,6.5,14.2,.459,2.5,6.5,.385,4.0,7.7,.521,.547,3.6,4.2,.847,0.7,4.1,4.8,1.9,0.9,0.3,1.8,3.1,19.1,,huntede01
166,Pat Connaughton,31,MIL,SF,76,3,1676,3.2,7.5,.435,1.8,5.1,.345,1.5,2.3,.633,.553,0.9,1.2,.759,1.1,4.0,5.1,3.5,0.9,0.4,1.1,2.1,9.2,,connapa01
167,Christian Braun,22,DEN,SG,82,4,1655,4.8,10.5,.460,1.4,3.6,.384,3.5,6.9,.498,.525,2.0,2.9,.694,1.7,4.9,6.7,2.9,0.9,0.8,1.2,3.0,13.1,,braunch01
168,Simone Fontecchio,28,2TM,SF,66,43,1644,5.5,12.0,.460,2.9,7.3,.401,2.6,4.7,.551,.582,1.2,1.4,.818,1.4,4.0,5.4,2.2,1.0,0.5,1.5,2.4,15.2,,fontesi01
168,Simone Fontecchio,28,UTA,SF,50,34,1160,5.0,11.1,.450,2.8,7.2,.391,2.2,3.9,.560,.577,1.0,1.2,.800,1.6,3.8,5.5,2.3,0.9,0.6,1.6,2.5,13.8,,fontesi01
168,Simone Fontecchio,28,DET,SF,16,9,484,6.8,14.1,.479,3.2,7.5,.426,3.6,6.6,.539,.592,1.6,1.9,.846,0.9,4.3,5.2,2.1,1.0,0.4,1.3,2.2,18.4,,fontesi01
169,Ochai Agbaji,23,2TM,SG,78,28,1641,3.9,9.5,.411,1.4,4.6,.294,2.5,4.9,.523,.483,0.8,1.2,.661,1.6,3.1,4.7,1.8,1.0,1.0,1.4,2.6,10.0,,agbajoc01
169,Ochai Agbaji,23,UTA,SG,51,10,1003,3.8,8.9,.426,1.7,5.1,.331,2.1,3.8,.551,.520,0.5,0.7,.750,1.3,3.3,4.5,1.7,1.0,1.0,1.2,2.4,9.8,,agbajoc01
169,Ochai Agbaji,23,TOR,SG,27,18,638,4.1,10.4,.391,0.8,3.9,.217,3.2,6.5,.496,.432,1.2,2.0,.611,2.2,2.9,5.1,2.0,1.1,0.8,1.7,2.9,10.2,,agbajoc01
170,Julius Randle,29,NYK,PF,46,46,1630,8.7,18.5,.472,1.7,5.4,.311,7.0,13.1,.539,.518,5.2,6.7,.781,2.2,7.2,9.3,5.1,0.6,0.3,3.5,2.8,24.3,AS,randlju01
171,Precious Achiuwa,24,2TM,C,74,18,1624,5.2,10.4,.501,0.6,2.2,.268,4.6,8.2,.562,.529,1.5,2.5,.616,4.2,6.6,10.8,2.2,1.0,1.5,1.8,3.2,12.5,,achiupr01
171,Precious Achiuwa,24,TOR,C,25,0,437,6.4,14.0,.459,1.1,3.9,.277,5.4,10.1,.528,.497,2.0,3.5,.571,4.1,7.1,11.2,3.6,1.3,1.0,2.4,3.3,15.9,,achiupr01
171,Precious Achiuwa,24,NYK,PF,49,18,1187,4.8,9.1,.525,0.4,1.5,.260,4.4,7.6,.578,.547,1.4,2.1,.643,4.3,6.4,10.6,1.6,0.9,1.7,1.6,3.1,11.3,,achiupr01
172,Santi Aldama,23,MEM,PF,61,35,1618,5.5,12.6,.435,2.4,6.8,.349,3.1,5.9,.534,.528,1.2,1.9,.621,1.6,6.2,7.8,3.1,1.0,1.2,1.5,2.0,14.6,,aldamsa01
173,Cameron Johnson,27,BRK,PF,58,47,1599,6.2,13.9,.446,3.1,7.9,.391,3.1,6.0,.519,.557,1.9,2.5,.789,1.2,4.4,5.7,3.1,1.1,0.3,1.3,2.4,17.5,,johnsca02
174,Malaki Branham,20,SAS,PG,75,29,1594,6.1,14.2,.432,2.1,6.1,.347,4.0,8.1,.494,.506,1.2,1.4,.873,0.6,2.7,3.3,3.5,0.6,0.2,2.1,2.1,15.6,,branhma01
175,Paul Reed,24,PHI,C,82,24,1590,5.9,10.9,.540,0.5,1.3,.368,5.4,9.6,.563,.561,1.4,1.9,.718,4.4,6.7,11.0,2.5,1.5,1.9,1.5,4.5,13.6,,reedpa01
176,Ausar Thompson,21,DET,SF,63,38,1583,5.3,10.9,.483,0.5,2.6,.186,4.8,8.3,.575,.505,1.6,2.7,.597,2.9,6.2,9.1,2.7,1.5,1.3,1.9,4.0,12.6,,thompau01
177,Anfernee Simons,24,POR,SG,46,46,1582,8.2,19.0,.430,3.5,9.2,.385,4.6,9.8,.472,.523,3.7,4.1,.916,0.5,3.3,3.8,5.8,0.5,0.1,2.9,2.2,23.6,,simonan01
178,Kevin Huerter,25,SAC,SG,64,59,1562,5.7,12.9,.443,2.8,7.9,.361,2.9,5.0,.571,.553,0.8,1.1,.766,0.9,4.3,5.2,3.8,1.0,0.5,1.2,3.1,15.1,,huertke01
179,Bennedict Mathurin,21,IND,SF,59,19,1538,6.9,15.5,.446,1.9,5.0,.374,5.1,10.5,.481,.507,4.3,5.2,.821,1.4,4.1,5.5,2.8,0.8,0.3,2.3,2.7,20.0,,mathube01
180,Evan Mobley,22,CLE,PF,50,50,1532,7.5,13.0,.580,0.5,1.4,.373,7.0,11.6,.604,.600,2.9,4.0,.719,2.6,8.4,11.0,3.8,1.1,1.7,2.1,3.1,18.4,,mobleev01
181,Chris Paul,38,GSW,PG,58,18,1531,4.8,11.0,.441,1.8,4.9,.371,3.0,6.0,.498,.525,1.0,1.2,.827,0.4,4.9,5.3,9.2,1.6,0.1,1.8,2.5,12.5,,paulch01
182,Russell Westbrook,35,LAC,PG,68,11,1529,7.1,15.6,.454,1.0,3.6,.273,6.1,12.0,.509,.486,2.6,3.8,.688,2.2,5.9,8.1,7.2,1.7,0.5,3.4,2.8,17.8,6MOY-7,westbru01
183,Nicolas Batum,35,2TM,PF,60,38,1529,2.7,6.0,.453,1.7,4.4,.395,1.0,1.7,.606,.596,0.4,0.5,.714,1.6,4.2,5.8,3.0,1.1,0.9,0.9,2.6,7.5,,batumni01
183,Nicolas Batum,35,LAC,PF,3,0,54,2.0,5.3,.375,1.3,4.7,.286,0.7,0.7,1.000,.500,0.0,0.0,,0.0,4.7,4.7,3.3,2.0,2.7,0.7,3.3,5.3,,batumni01
183,Nicolas Batum,35,PHI,PF,57,38,1475,2.8,6.1,.456,1.7,4.3,.399,1.0,1.7,.600,.599,0.4,0.5,.714,1.7,4.2,5.9,3.0,1.1,0.8,1.0,2.5,7.6,,batumni01
184,Zach Collins,26,SAS,C,69,29,1526,7.0,14.5,.484,1.4,4.3,.320,5.7,10.3,.552,.531,2.9,3.8,.753,2.8,5.9,8.7,4.6,0.8,1.2,3.1,4.9,18.3,,colliza01
185,Josh Green,23,DAL,SG,57,33,1505,4.3,8.9,.479,1.7,4.5,.385,2.6,4.5,.572,.575,0.9,1.4,.684,1.0,3.4,4.4,3.1,1.1,0.2,1.4,2.6,11.2,,greenjo02
186,Walker Kessler,22,UTA,C,64,22,1493,5.5,8.4,.654,0.1,0.5,.211,5.4,8.0,.680,.660,1.4,2.2,.602,4.0,7.6,11.6,1.4,0.7,3.7,1.6,3.2,12.5,,kesslwa01
187,Draymond Green,33,GSW,PF,55,52,1490,4.5,9.0,.497,1.2,3.1,.395,3.2,5.9,.551,.566,1.3,1.8,.730,1.8,7.8,9.6,8.0,1.3,1.1,3.3,4.0,11.5,,greendr01
188,Peyton Watson,21,DEN,SF,80,4,1488,5.0,10.8,.465,1.1,3.7,.296,3.9,7.1,.553,.516,1.7,2.6,.670,1.4,4.9,6.2,2.1,1.0,2.1,1.4,3.5,12.9,,watsope01
189,Matisse Thybulle,26,POR,SF,65,19,1487,3.1,7.7,.397,1.9,5.6,.346,1.1,2.1,.535,.524,0.5,0.7,.759,0.7,2.6,3.3,2.2,2.7,1.2,1.0,2.3,8.6,,thybuma01
190,Khris Middleton,32,MIL,SF,55,55,1487,7.7,15.6,.493,2.3,6.0,.381,5.4,9.6,.563,.566,2.4,2.9,.833,1.0,5.3,6.2,7.1,1.2,0.4,3.1,3.4,20.0,,middlkh01
191,Bojan Bogdanović,34,2TM,PF,57,27,1478,7.5,16.6,.454,3.2,8.1,.398,4.3,8.5,.507,.551,2.8,3.6,.785,0.5,3.2,3.7,2.4,0.7,0.1,2.5,2.3,21.1,6MOY-9,bogdabo02
191,Bojan Bogdanović,34,DET,PF,28,27,921,7.8,16.6,.468,3.4,8.1,.415,4.4,8.5,.518,.569,3.2,4.1,.779,0.5,3.2,3.7,2.8,0.9,0.2,2.5,2.2,22.1,,bogdabo02
191,Bojan Bogdanović,34,NYK,SF,29,0,557,7.1,16.5,.430,3.0,8.2,.370,4.1,8.3,.488,.521,2.3,2.9,.800,0.6,3.2,3.7,1.7,0.5,0.1,2.5,2.5,19.6,,bogdabo02
192,Julian Champagnie,22,SAS,SF,74,59,1468,4.0,9.9,.408,2.5,6.8,.365,1.5,3.1,.504,.534,1.8,2.3,.815,1.0,4.0,5.1,2.5,1.2,1.0,1.4,1.9,12.4,,champju02
193,Patrick Beverley,35,2TM,PG,73,13,1462,3.9,9.3,.417,1.5,4.5,.337,2.4,4.9,.490,.497,1.8,2.2,.822,1.2,4.7,5.9,5.2,1.1,0.8,1.6,3.2,11.1,,beverpa01
