Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
11,LaMarcus Aldridge,33,SAS,C,81,81,2687,9.2,17.7,.519,0.1,0.6,.238,9.0,17.1,.528,.522,4.7,5.5,.847,3.4,6.6,10.0,2.6,0.6,1.4,1.9,2.4,23.1,AS,aldrila01
12,Steven Adams,25,OKC,C,80,80,2669,6.5,10.9,.595,0.0,0.0,.000,6.5,10.9,.596,.595,2.0,3.9,.500,5.3,5.0,10.3,1.7,1.6,1.0,1.8,2.8,14.9,,adamsst01
13,Klay Thompson,28,GSW,SG,78,78,2652,8.9,19.0,.467,3.3,8.1,.402,5.6,10.9,.516,.553,1.8,2.1,.816,0.5,3.6,4.1,2.5,1.1,0.6,1.6,2.1,22.8,ASDEF2,thompkl01
14,Andre Drummond,25,DET,C,79,79,2647,7.6,14.3,.533,0.1,0.5,.132,7.6,13.8,.548,.536,3.3,5.6,.590,5.8,11.0,16.8,1.5,1.8,1.9,2.4,3.7,18.6,,drumman01
15,Aaron Gordon,23,ORL,PF,78,78,2633,6.4,14.3,.449,1.7,4.7,.349,4.8,9.6,.499,.507,2.5,3.5,.731,1.8,6.1,7.8,4.0,0.8,0.8,2.2,2.4,17.0,,gordoaa01
16,Russell Westbrook,30,OKC,PG,73,73,2630,8.6,20.2,.428,1.6,5.6,.290,7.0,14.5,.481,.468,4.1,6.2,.656,1.5,9.6,11.0,10.7,1.9,0.5,4.4,3.4,22.9,MVP-10ASNBA3,westbru01
17,Blake Griffin,29,DET,PF,75,75,2622,8.5,18.4,.462,2.6,7.2,.362,5.9,11.2,.525,.532,5.7,7.6,.753,1.4,6.4,7.8,5.5,0.7,0.4,3.5,2.7,25.3,ASNBA3,griffbl01
18,Buddy Hield,26,SAC,SG,82,82,2615,8.6,18.7,.458,3.8,9.0,.427,4.7,9.8,.487,.560,2.4,2.7,.886,1.5,4.2,5.7,2.8,0.8,0.5,2.0,2.8,23.3,,hieldbu01
19,Jerami Grant,24,OKC,PF,80,77,2612,5.6,11.3,.497,1.6,4.0,.392,4.1,7.3,.555,.567,2.2,3.0,.710,1.3,4.4,5.7,1.1,0.8,1.4,0.9,2.9,15.0,,grantje01
20,Justin Holiday,29,2TM,SG,82,77,2607,4.1,10.7,.386,2.2,6.4,.348,1.9,4.3,.442,.490,1.3,1.5,.896,0.6,3.8,4.5,2.0,1.7,0.5,1.4,2.3,11.8,,holidju01
20,Justin Holiday,29,CHI,SG,38,38,1325,4.1,10.7,.383,2.6,7.3,.359,1.5,3.4,.435,.506,1.1,1.2,.891,0.5,4.1,4.6,2.3,1.8,0.6,1.3,2.1,12.0,,holidju01
20,Justin Holiday,29,MEM,SG,44,39,1282,4.2,10.8,.389,1.8,5.5,.333,2.4,5.3,.447,.474,1.5,1.7,.900,0.8,3.6,4.3,1.7,1.5,0.4,1.6,2.4,11.7,,holidju01
21,Collin Sexton,20,CLE,PG,82,72,2605,7.2,16.7,.430,1.6,4.1,.402,5.5,12.6,.440,.480,3.0,3.5,.839,0.8,2.5,3.3,3.4,0.6,0.1,2.6,2.6,18.9,ROY-5,sextoco01
22,Donovan Mitchell,22,UTA,SG,77,77,2598,9.2,21.2,.432,2.6,7.2,.362,6.6,14.0,.468,.493,4.4,5.5,.806,0.8,3.6,4.4,4.5,1.5,0.4,3.0,2.9,25.3,,mitchdo01
23,Rudy Gobert,26,UTA,C,81,80,2577,6.6,9.9,.669,0.0,0.0,,6.6,9.9,.669,.669,4.6,7.3,.636,4.3,10.2,14.5,2.2,0.9,2.6,1.8,3.2,17.9,MVP-11DPOY-1NBA3DEF1,goberru01
24,Bojan Bogdanović,29,IND,SF,81,81,2573,7.3,14.7,.497,2.3,5.4,.425,5.0,9.3,.538,.575,3.4,4.3,.807,0.5,4.2,4.7,2.3,1.0,0.0,1.9,1.9,20.3,,bogdabo02
25,Joe Ingles,31,UTA,PF,82,82,2568,5.0,11.2,.448,2.6,6.8,.391,2.4,4.5,.533,.565,1.2,1.7,.707,0.5,4.1,4.6,6.6,1.4,0.3,2.7,2.5,13.9,,inglejo01
26,Evan Fournier,26,ORL,SG,81,81,2553,6.6,15.1,.438,2.2,6.3,.340,4.4,8.7,.509,.509,1.9,2.4,.806,0.5,3.1,3.6,4.2,1.0,0.2,2.2,3.2,17.3,,fournev01
27,Pascal Siakam,24,TOR,PF,80,79,2548,7.3,13.4,.549,1.1,3.0,.369,6.2,10.3,.602,.591,3.3,4.3,.785,1.8,6.0,7.8,3.5,1.0,0.7,2.2,3.4,19.1,MIP-1,siakapa01
28,De'Aaron Fox,21,SAC,PG,81,81,2546,7.1,15.6,.458,1.2,3.3,.371,5.9,12.3,.482,.497,4.3,5.9,.727,0.6,3.7,4.3,8.3,1.9,0.6,3.2,2.9,19.8,,foxde01
29,Karl-Anthony Towns,23,MIN,C,77,77,2545,9.6,18.6,.518,2.0,5.0,.400,7.6,13.6,.562,.572,5.3,6.4,.836,3.7,9.8,13.5,3.7,0.9,1.8,3.4,4.1,26.6,AS,townska01
30,Andrew Wiggins,23,MIN,SF,73,73,2543,7.0,17.1,.412,1.7,4.9,.339,5.4,12.2,.441,.461,2.9,4.2,.699,1.2,3.8,5.0,2.6,1.0,0.7,2.0,2.2,18.7,,wiggian01
31,Josh Richardson,25,MIA,SG,73,73,2539,6.0,14.5,.412,2.3,6.5,.357,3.7,8.0,.458,.492,2.8,3.3,.861,0.8,3.0,3.7,4.2,1.1,0.5,1.6,2.8,17.1,,richajo01
32,Harrison Barnes,26,2TM,PF,77,77,2533,6.1,14.6,.420,2.5,6.3,.395,3.7,8.3,.439,.504,3.3,4.0,.824,0.8,4.3,5.1,1.6,0.7,0.2,1.4,1.7,18.0,,barneha02
32,Harrison Barnes,26,DAL,PF,49,49,1584,6.6,16.3,.404,2.7,7.1,.389,3.8,9.2,.416,.489,3.7,4.5,.833,0.8,3.9,4.7,1.4,0.7,0.2,1.5,1.8,19.7,,barneha02
32,Harrison Barnes,26,SAC,SF,28,28,949,5.3,11.8,.455,2.0,4.9,.408,3.3,6.8,.489,.540,2.4,3.0,.800,0.8,5.0,5.8,2.0,0.6,0.1,1.1,1.6,15.1,,barneha02
33,Nikola Vučević,28,ORL,C,80,80,2510,10.1,19.4,.518,1.2,3.3,.364,8.8,16.1,.549,.549,2.6,3.3,.789,3.2,10.6,13.8,4.4,1.2,1.3,2.3,2.3,23.9,AS,vucevni01
34,Nikola Jokić,23,DEN,C,80,80,2504,8.9,17.3,.511,1.2,3.9,.307,7.7,13.5,.569,.545,4.2,5.1,.821,3.3,9.2,12.4,8.3,1.6,0.8,3.6,3.3,23.1,MVP-4ASNBA1,jokicni01
35,Trae Young,20,ATL,PG,81,81,2503,7.6,18.1,.418,2.2,6.9,.324,5.3,11.1,.477,.480,4.9,6.0,.829,0.9,3.4,4.3,9.4,1.0,0.2,4.4,2.0,22.3,ROY-2,youngtr01
36,Thaddeus Young,30,IND,PF,81,81,2489,6.4,12.2,.527,0.7,2.1,.349,5.7,10.1,.564,.557,1.3,2.0,.644,2.8,4.8,7.6,3.0,1.8,0.5,1.8,2.8,14.8,,youngth01
37,Jayson Tatum,20,BOS,SF,79,79,2455,6.8,15.2,.450,1.7,4.6,.373,5.1,10.6,.483,.506,2.9,3.3,.855,1.0,6.0,7.0,2.5,1.2,0.8,1.8,2.5,18.2,,tatumja01
38,D'Angelo Russell,22,BRK,PG,81,81,2448,9.7,22.3,.434,3.4,9.3,.369,6.2,13.0,.482,.512,2.4,3.0,.780,0.8,3.9,4.6,8.3,1.5,0.3,3.7,2.1,25.2,AS,russeda01
39,Jamal Murray,21,DEN,PG,75,74,2447,7.5,17.3,.437,2.2,6.1,.367,5.3,11.2,.476,.502,2.8,3.3,.848,1.0,3.7,4.7,5.3,1.0,0.4,2.3,2.3,20.1,,murraja01
40,Cedi Osman,23,CLE,SF,76,75,2444,5.3,12.4,.427,1.9,5.5,.348,3.4,6.9,.489,.504,2.1,2.7,.779,0.7,4.6,5.3,2.9,0.9,0.2,1.7,2.9,14.6,,osmande01
41,Marc Gasol,34,2TM,C,79,72,2436,5.8,12.9,.448,1.5,4.0,.363,4.3,8.8,.487,.505,2.8,3.7,.759,1.2,8.1,9.3,5.2,1.2,1.3,2.3,3.2,15.8,,gasolma01
41,Marc Gasol,34,MEM,C,53,53,1788,6.1,13.8,.444,1.5,4.4,.344,4.6,9.3,.491,.499,3.1,4.0,.756,1.1,8.0,9.2,5.0,1.2,1.3,2.4,3.0,16.8,,gasolma01
41,Marc Gasol,34,TOR,C,26,19,648,4.8,10.4,.465,1.3,2.9,.442,3.6,7.5,.474,.527,2.2,2.9,.769,1.3,8.2,9.6,5.6,1.3,1.3,2.0,3.9,13.2,,gasolma01
42,Mikal Bridges,22,PHO,SF,82,56,2417,3.6,8.4,.430,1.6,4.7,.335,2.0,3.7,.548,.523,1.4,1.8,.805,0.8,3.1,3.9,2.6,1.9,0.6,1.0,3.0,10.2,,bridgmi01
43,Jrue Holiday,28,NOP,SG,67,67,2402,8.2,17.4,.472,1.8,5.4,.325,6.4,11.9,.539,.523,3.1,4.1,.768,1.1,3.9,5.0,7.8,1.6,0.8,3.1,2.2,21.3,DEF2,holidjr01
44,Khris Middleton,27,MIL,SF,77,77,2393,7.6,17.3,.441,2.7,7.1,.378,4.9,10.1,.485,.519,3.2,3.9,.837,0.8,6.2,6.9,5.0,1.2,0.1,2.6,2.6,21.2,AS,middlkh01
45,JJ Redick,34,PHI,SG,76,63,2379,6.8,15.5,.440,3.6,9.2,.397,3.2,6.4,.502,.557,3.5,3.9,.894,0.3,2.5,2.8,3.1,0.5,0.3,1.5,2.0,20.8,,redicjj01
46,CJ McCollum,27,POR,SG,70,70,2375,8.7,18.8,.459,2.5,6.7,.375,6.1,12.1,.506,.527,2.4,2.9,.828,0.9,3.3,4.3,3.1,0.8,0.4,1.6,2.6,22.3,,mccolcj01
47,Giannis Antetokounmpo,24,MIL,PF,72,72,2358,11.0,19.0,.578,0.8,3.1,.256,10.2,15.9,.641,.599,7.6,10.5,.729,2.4,11.3,13.7,6.5,1.4,1.7,4.1,3.5,30.4,MVP-1DPOY-2ASNBA1DEF1,antetgi01
48,Nicolas Batum,30,CHO,SF,75,72,2354,3.9,8.6,.450,1.8,4.6,.389,2.1,4.0,.519,.553,1.2,1.4,.865,1.1,4.9,6.0,3.8,1.1,0.7,1.8,2.1,10.7,,batumni01
49,Trevor Ariza,33,2TM,SF,69,69,2349,4.5,11.3,.399,2.2,6.7,.334,2.3,4.6,.493,.498,2.0,2.5,.793,0.8,4.9,5.7,3.9,1.4,0.3,1.6,2.0,13.2,,arizatr01
49,Trevor Ariza,33,PHO,SF,26,26,884,3.5,9.2,.379,2.0,5.7,.360,1.5,3.6,.409,.489,1.5,1.8,.837,0.7,5.3,5.9,3.5,1.5,0.3,1.6,1.8,10.5,,arizatr01
49,Trevor Ariza,33,WAS,SF,43,43,1465,5.1,12.5,.409,2.3,7.2,.322,2.8,5.3,.528,.502,2.3,3.0,.777,0.8,4.7,5.6,4.1,1.3,0.3,1.6,2.1,14.9,,arizatr01
50,Mike Conley,31,MEM,PG,70,70,2342,7.5,17.2,.438,2.4,6.5,.364,5.1,10.7,.483,.507,5.3,6.2,.845,0.6,3.1,3.7,6.9,1.4,0.3,2.0,1.9,22.7,,conlemi01
51,Stephen Curry,30,GSW,PG,69,69,2331,9.8,20.7,.472,5.5,12.5,.437,4.3,8.2,.525,.604,4.1,4.4,.916,0.7,5.0,5.7,5.6,1.4,0.4,3.0,2.6,29.1,MVP-5ASNBA1,curryst01
52,Brook Lopez,30,MIL,C,81,81,2322,5.5,12.2,.452,2.9,7.9,.365,2.6,4.2,.613,.571,1.7,2.1,.842,0.5,5.6,6.1,1.5,0.8,2.8,1.3,2.9,15.6,,lopezbr01
53,Luka Dončić,19,DAL,SG,72,72,2318,7.9,18.4,.427,2.6,8.0,.327,5.2,10.4,.503,.497,5.4,7.5,.713,1.3,7.4,8.7,6.7,1.2,0.4,3.8,2.1,23.7,ROY-1,doncilu01
54,Dennis Schröder,25,OKC,PG,79,14,2314,7.1,17.2,.414,1.9,5.7,.341,5.2,11.5,.450,.470,2.9,3.5,.819,0.6,3.8,4.4,5.0,1.0,0.2,2.7,2.9,19.0,6MOY-8,schrode01
55,Kyle Kuzma,23,LAL,PF,70,68,2314,7.7,16.9,.456,2.0,6.6,.303,5.7,10.3,.553,.515,2.9,3.9,.752,0.9,5.0,5.9,2.8,0.6,0.4,2.1,2.6,20.3,,kuzmaky01
56,Bryn Forbes,25,SAS,SG,82,81,2293,5.7,12.4,.456,2.8,6.5,.426,2.9,5.9,.489,.568,1.1,1.2,.885,0.3,3.5,3.8,2.7,0.7,0.1,1.3,2.5,15.2,,forbebr01
57,Joe Harris,27,BRK,SG,76,76,2293,5.9,11.7,.500,2.9,6.1,.474,3.0,5.7,.528,.622,1.7,2.1,.827,0.8,3.8,4.6,2.8,0.6,0.3,1.9,2.9,16.3,,harrijo01
58,Al-Farouq Aminu,28,POR,PF,81,81,2292,4.0,9.3,.433,1.5,4.4,.343,2.5,4.9,.514,.514,2.4,2.7,.867,1.8,7.8,9.6,1.6,1.1,0.5,1.1,2.2,11.9,,aminual01
59,Reggie Jackson,28,DET,PG,82,82,2289,6.9,16.5,.421,2.7,7.4,.369,4.2,9.1,.464,.504,3.2,3.7,.864,0.7,2.7,3.4,5.4,0.9,0.1,2.3,3.3,19.8,,jacksre01
60,Eric Bledsoe,29,MIL,PG,78,78,2272,7.4,15.4,.484,2.0,6.0,.329,5.5,9.4,.582,.548,2.8,3.7,.750,1.3,4.4,5.7,6.8,1.8,0.5,2.6,2.5,19.7,DEF1,bledser01
61,D.J. Augustin,31,ORL,PG,81,81,2269,5.0,10.7,.470,2.1,4.9,.421,3.0,5.8,.511,.566,2.9,3.3,.866,0.7,2.6,3.2,6.8,0.8,0.1,2.0,1.8,15.0,,augusdj01
62,Jeremy Lamb,26,CHO,SG,79,55,2250,6.9,15.7,.440,1.8,5.3,.348,5.1,10.4,.487,.499,3.7,4.2,.888,1.0,5.9,6.9,2.8,1.4,0.5,1.3,2.2,19.3,,lambje01
63,Clint Capela,24,HOU,C,67,67,2249,7.6,11.7,.648,0.0,0.0,,7.6,11.7,.648,.648,2.7,4.2,.636,4.8,8.8,13.6,1.5,0.7,1.6,1.5,2.7,17.8,,capelca01
64,Devin Booker,22,PHO,SG,64,64,2242,9.4,20.2,.467,2.2,6.6,.326,7.2,13.5,.536,.521,6.3,7.3,.866,0.6,3.6,4.3,7.0,0.9,0.2,4.2,3.2,27.3,,bookede01
65,Julius Randle,24,NOP,PF,73,49,2232,9.2,17.6,.524,1.1,3.1,.344,8.1,14.4,.564,.555,5.7,7.9,.731,2.6,7.6,10.2,3.7,0.8,0.7,3.4,4.0,25.2,,randlju01
66,Danny Green,31,TOR,SG,80,80,2216,4.8,10.2,.465,3.2,7.1,.455,1.5,3.2,.487,.622,0.6,0.7,.841,1.0,4.2,5.1,2.0,1.2,0.9,1.2,2.8,13.3,,greenda02
67,Jordan Clarkson,26,CLE,SG,81,0,2214,8.6,19.2,.448,2.3,7.2,.324,6.3,12.0,.524,.509,2.6,3.1,.844,1.3,3.1,4.4,3.2,0.9,0.2,2.2,1.8,22.2,,clarkjo01
68,Kyrie Irving,26,BOS,PG,67,67,2214,9.8,20.2,.487,2.8,7.1,.401,7.0,13.1,.533,.557,3.5,4.0,.873,1.2,4.3,5.4,7.5,1.7,0.6,2.8,2.7,26.0,ASNBA2,irvinky01
69,Willie Cauley-Stein,25,SAC,C,81,81,2213,6.7,12.1,.556,0.0,0.0,.500,6.7,12.0,.556,.557,2.3,4.1,.551,2.9,8.1,11.0,3.2,1.6,0.8,1.4,3.7,15.7,,caulewi01
70,Kyle Lowry,32,TOR,PG,65,65,2213,4.9,12.0,.411,2.6,7.4,.347,2.4,4.7,.514,.518,2.6,3.2,.830,0.7,4.4,5.1,9.2,1.5,0.5,3.0,2.7,15.1,AS,lowryky01
71,Marcus Smart,24,BOS,SG,80,60,2200,3.9,9.3,.422,2.1,5.7,.364,1.8,3.6,.511,.533,1.7,2.1,.806,0.9,2.9,3.8,5.3,2.3,0.5,2.0,3.3,11.6,DPOY-8DEF1,smartma01
72,Jimmy Butler,29,2TM,SG,65,65,2185,6.9,14.9,.462,1.1,3.2,.347,5.8,11.7,.494,.499,5.1,6.0,.855,2.0,3.6,5.6,4.3,2.0,0.6,1.6,1.8,20.0,,butleji01
72,Jimmy Butler,29,MIN,SG,10,10,361,7.4,15.7,.471,1.7,4.5,.378,5.7,11.2,.509,.525,4.8,6.1,.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.2,,butleji01
72,Jimmy Butler,29,PHI,SF,55,55,1824,6.8,14.7,.461,1.0,2.9,.338,5.8,11.8,.491,.494,5.2,6.0,.868,2.1,3.7,5.7,4.3,2.0,0.6,1.6,1.8,19.8,,butleji01
73,Deandre Ayton,20,PHO,C,71,70,2183,8.4,14.3,.585,0.0,0.1,.000,8.4,14.3,.588,.585,2.3,3.1,.746,3.7,8.3,12.0,2.1,1.0,1.1,2.1,3.4,19.1,ROY-3,aytonde01
74,Shai Gilgeous-Alexander,20,LAC,PG,82,73,2174,5.6,11.9,.476,0.8,2.3,.367,4.8,9.6,.503,.512,2.6,3.2,.800,0.9,2.9,3.8,4.5,1.6,0.7,2.3,2.9,14.7,ROY-6,gilgesh01
75,Zach LaVine,23,CHI,SG,63,62,2171,8.8,18.8,.467,2.0,5.3,.374,6.8,13.5,.504,.520,5.2,6.2,.832,0.7,4.2,4.9,4.7,1.0,0.4,3.6,2.3,24.7,,lavinza01
76,Jae Crowder,28,UTA,SF,80,11,2166,5.3,13.2,.399,2.9,8.7,.331,2.4,4.6,.527,.508,2.4,3.3,.721,1.0,5.4,6.4,2.2,1.1,0.5,1.4,2.8,15.8,6MOY-11,crowdja01
77,Tomáš Satoranský,27,WAS,PG,80,54,2164,4.3,8.8,.485,1.1,2.7,.395,3.2,6.1,.524,.545,2.2,2.7,.819,1.4,3.3,4.6,6.6,1.4,0.2,2.0,2.9,11.8,,satorto01
78,Montrezl Harrell,25,LAC,C,82,5,2158,9.1,14.8,.615,0.1,0.3,.176,9.1,14.5,.623,.617,4.4,6.9,.643,3.1,5.9,8.9,2.7,1.2,1.8,2.2,4.3,22.7,6MOY-3,harremo01
79,Kevin Knox,19,NYK,PF,75,57,2158,5.6,15.2,.370,2.1,6.1,.343,3.6,9.2,.387,.438,2.7,3.8,.717,1.0,4.6,5.6,1.4,0.7,0.4,1.9,2.9,16.1,,knoxke01
80,Eric Gordon,30,HOU,SG,68,53,2158,6.4,15.6,.409,3.6,10.0,.360,2.8,5.6,.497,.525,2.0,2.5,.783,0.3,2.2,2.5,2.2,0.7,0.5,1.5,2.4,18.4,,gordoer01
81,Joel Embiid,24,PHI,C,64,64,2154,9.7,20.0,.484,1.3,4.4,.300,8.4,15.6,.535,.517,8.7,10.8,.804,2.7,11.9,14.6,3.9,0.8,2.0,3.8,3.5,29.4,MVP-7DPOY-4ASNBA2DEF2,embiijo01
82,Terrence Ross,27,ORL,SG,81,0,2150,7.4,17.2,.428,3.6,9.5,.383,3.7,7.7,.484,.534,2.1,2.4,.875,0.5,4.2,4.7,2.3,1.2,0.5,1.5,2.0,20.5,6MOY-5,rosste01
83,Darren Collison,31,IND,PG,76,76,2143,5.2,11.1,.467,1.3,3.3,.407,3.8,7.8,.492,.527,2.7,3.2,.832,0.6,3.3,3.9,7.7,1.8,0.2,2.1,2.3,14.3,,collida01
84,Patrick Beverley,30,LAC,PG,78,49,2137,3.3,8.0,.407,1.9,4.8,.397,1.4,3.3,.421,.524,1.6,2.1,.780,1.3,5.3,6.5,5.1,1.1,0.7,1.4,4.5,10.0,DPOY-9,beverpa01
85,Marvin Williams,32,CHO,PF,75,75,2133,4.6,11.0,.422,2.4,6.4,.366,2.3,4.6,.500,.529,1.1,1.5,.767,1.3,5.6,6.9,1.6,1.2,1.0,0.8,2.6,12.8,,willima02
86,Myles Turner,22,IND,C,74,74,2119,6.5,13.3,.487,1.3,3.3,.388,5.2,9.9,.521,.536,2.5,3.4,.736,1.7,7.3,9.0,2.0,1.0,3.4,1.7,3.3,16.7,DPOY-5,turnemy01
87,Jeff Green,32,WAS,PF,77,44,2097,5.6,11.8,.475,1.9,5.5,.347,3.7,6.3,.586,.555,3.1,3.5,.888,1.0,4.3,5.3,2.4,0.7,0.7,1.7,2.7,16.2,,greenje02
88,Jarrett Allen,20,BRK,C,80,80,2096,5.8,9.8,.590,0.1,0.8,.133,5.7,9.0,.629,.595,3.4,4.8,.709,3.3,8.3,11.5,1.9,0.7,2.1,1.8,3.2,15.0,DPOY-9,allenja01
89,Marcus Morris,29,BOS,PF,75,53,2091,6.5,14.5,.447,2.5,6.7,.375,4.0,7.8,.508,.533,2.5,3.0,.844,1.3,6.6,7.9,1.9,0.7,0.4,1.6,3.1,18.0,,morrima03
90,Wesley Matthews,32,3TM,SF,69,68,2091,4.8,12.0,.400,2.6,6.9,.372,2.2,5.1,.437,.507,2.3,2.8,.810,0.6,2.4,2.9,2.8,0.9,0.3,1.6,2.8,14.5,,matthwe02
90,Wesley Matthews,32,DAL,SF,44,44,1312,5.3,12.9,.414,2.7,7.2,.380,2.6,5.7,.456,.520,2.4,3.0,.791,0.5,2.3,2.8,2.7,0.9,0.3,1.6,2.8,15.8,,matthwe02
90,Wesley Matthews,32,NYK,SG,2,1,54,2.7,12.7,.211,1.3,6.7,.200,1.3,6.0,.222,.263,2.7,3.3,.800,0.7,1.3,2.0,3.3,0.7,0.7,1.3,1.3,9.3,,matthwe02
90,Wesley Matthews,32,IND,SG,23,23,725,4.0,10.4,.386,2.4,6.5,.369,1.6,4.0,.413,.500,2.0,2.4,.854,0.5,2.7,3.2,2.7,1.0,0.2,1.5,2.8,12.5,,matthwe02
91,Draymond Green,28,GSW,PF,66,66,2065,3.3,7.4,.445,0.8,2.9,.285,2.5,4.5,.549,.501,1.1,1.6,.692,1.0,7.3,8.4,7.9,1.7,1.2,2.9,3.4,8.5,DPOY-6DEF2,greendr01
92,Cory Joseph,27,IND,PG,82,9,2063,3.9,9.6,.412,1.0,3.0,.322,3.0,6.6,.454,.463,0.5,0.8,.698,0.7,4.2,4.9,5.6,1.6,0.4,1.4,2.3,9.4,,josepco01
93,Danilo Gallinari,30,LAC,SF,68,68,2059,7.2,15.5,.463,2.8,6.5,.433,4.3,9.0,.484,.554,6.4,7.1,.904,0.9,6.3,7.3,3.1,0.9,0.4,1.7,2.3,23.5,,gallida01
94,Tim Hardaway Jr.,26,2TM,SG,65,63,2057,6.8,17.4,.393,2.8,8.3,.340,4.0,9.0,.442,.474,4.1,4.8,.841,0.6,3.3,3.9,2.8,0.9,0.1,1.8,2.5,20.5,,hardati02
94,Tim Hardaway Jr.,26,NYK,SG,46,46,1499,6.8,17.4,.388,2.8,8.1,.347,4.0,9.3,.424,.469,4.8,5.6,.854,0.6,3.2,3.9,2.9,1.0,0.1,1.9,2.5,21.1,,hardati02
94,Tim Hardaway Jr.,26,DAL,SG,19,17,558,7.0,17.2,.404,2.9,9.0,.321,4.1,8.2,.496,.489,2.1,2.8,.767,0.5,3.5,3.9,2.4,0.8,0.1,1.5,2.3,19.0,,hardati02
95,Kevin Huerter,20,ATL,SG,75,59,2048,4.8,11.5,.419,2.4,6.2,.385,2.4,5.3,.457,.522,0.7,1.0,.732,1.1,3.3,4.3,3.8,1.1,0.4,1.9,2.7,12.8,,huertke01
96,DeAndre Jordan,30,2TM,C,69,69,2047,5.0,7.8,.641,0.0,0.0,,5.0,7.8,.641,.641,3.3,4.6,.705,4.0,11.9,15.9,2.7,0.7,1.3,2.7,2.9,13.3,,jordade01
96,DeAndre Jordan,30,DAL,C,50,50,1554,4.8,7.5,.644,0.0,0.0,,4.8,7.5,.644,.644,3.1,4.6,.682,3.7,12.2,15.9,2.3,0.8,1.2,2.6,2.9,12.8,,jordade01
96,DeAndre Jordan,30,NYK,C,19,19,493,5.7,9.0,.634,0.0,0.0,,5.7,9.0,.634,.634,3.7,4.8,.773,4.7,11.1,15.8,4.2,0.7,1.5,3.1,3.1,15.1,,jordade01
97,Kawhi Leonard,27,TOR,SF,60,60,2040,9.9,19.9,.496,2.0,5.3,.371,7.9,14.6,.542,.546,6.4,7.5,.854,1.4,6.4,7.7,3.5,1.9,0.4,2.1,1.5,28.2,MVP-9DPOY-6ASNBA2DEF2,leonaka01
